"Data Import Template"
"Table:","Tree Species"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Tree Species","","","","","","","","","","","","","","","","","","","","~","Tree Species Local Name","local_names"
"Column Labels:","ID","Tree Family","Wikipedia Link","Occurance","Leaf Image","Tree Image","Leaf Shape","Leaf Attachment","Leaf Type","Leaf Veination","Leaf Margin","Canopy Shape","Bark","Flow Size (cm)","Flower","Fruit","Fruit Size (cm)","Fruiting Months","Publish","Page Name","","ID","Local Name"
"","""Leucaena Latisiliqua""","Mimosaceae","http://en.wikipedia.org/wiki/Leucaena","Common","","","Oblong","Opposite","Multi-pinnata","","","Oval","brown,smooth,scaly.branches drooping.","0","White","Brown","0","Aug,Sep",1,"leucaena-latisiliqua","","""000000430""","Subabhul"
"","""Licuala Grandis""","","http://en.wikipedia.org/wiki/Licuala_grandis","Occasional","","","","","","","","","","0","No","Globose red","0","No",1,"licuala-grandis","","""000000431""","Vanautu Fan Palm"
"","""Licuala Spinosa""","","http://en.wikipedia.org/wiki/Licuala_spinosa","Rare","","","","","","","","","single,30-45cm dia,rough,ringed,covered with persistant petioles,netted.","0","No","Globose red","0","No",1,"licuala-spinosa","","""000000432""","Vanautu Fan Palm"
"","""Limonia Acidissima""","Rutaceae","http://en.wikipedia.org/wiki/Limonia_(plant)","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Irregular","papery,ash coloured,peeling off in large flakes.","0","Redish green","Globose ,grey","0","March",1,"limonia-acidissima","","""000000433""","Kavath"
"","""Litchi Chinensis""","Sapindaceae","http://en.wikipedia.org/wiki/Lychee","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","","0","White","Red,Rough","0","Jan,Feb",1,"litchi-chinensis","","""000000434""","Litchi"
"","""Livistona Chinensis""","","http://en.wikipedia.org/wiki/Livistona_chinensis","Occasional","","","","","","","","","single30-45cm dia,smooth,civered with rings of fallen leaf bases,greyish green,shining.","0","No","Greyish green","0","No",1,"livistona-chinensis","","""000000435""","Chinese Fam Palm"
"","""Livistona Rotundifolia""","","http://en.wikipedia.org/wiki/Livistona_rotundifolia","Occasional","","","","","","","","","single,30-40cm,covered with persistant petioles,netted.","0","No","Globose orange","0","No",1,"livistona-rotundifolia","","""000000436""","Foot Stool Palm"
"","""Madhuca Latifolia Var. Latifolia""","Sapotaceae","http://en.wikipedia.org/wiki/Madhuca_longifolia","Occasional","","","Lanceolate","Alternate","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Orange","0","Feb",1,"madhuca-latifolia-var.-latifolia","","",""
"","""Madhuca Longifolia Var. Longifolia""","Sapotaceae","http://en.wikipedia.org/wiki/Madhuca_longifolia","Occasional","","","Lanceolate","Alternate","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Orange","0","Feb",1,"madhuca-longifolia-var.-longifolia","","""000000437""","Moha"
"","""Magnolia Grandiflora""","Magnoliaceae","http://en.wikipedia.org/wiki/Magnolia_grandiflora","Rare","","","Oblong","Alternate","Simple","Reticulate","Entire","Erect","smooth flaky.","0","Fragrant white","Ovoid cluster","0","March,April",1,"magnolia-grandiflora","","""000000438""","Magnolia"
"","""Mallotus Philippensis""","Euphorbiaceae","http://en.wikipedia.org/wiki/Mallotus_philippensis","Rare","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Irregular","","0","Small yellow","Red Powdary","0","Dec",1,"mallotus-philippensis","","""000000439""","Kapila"
"","""Malpighia Glabra""","Malpighiaceae","http://en.wikipedia.org/wiki/Malpighia_emarginata","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Oval","","0","Pink","Red,Edible","0","July,Aug",1,"malpighia-glabra","","""000000440""","Barbados Cherry"
"","""Mammea Suriga""","Clusiaceae","http://en.wikipedia.org/wiki/Mammea_suriga","Rare","","","Oblong","Opposite","Simple","","","Oval","","0","Fragrant white","Ovoid,Tipped","0","Mar",1,"mammea-suriga","","""000000441""","Surangi"
"","""Mangifera Indica""","Anacardiaceae","http://en.wikipedia.org/wiki/Mangifera_indica","Common","","","Oblong","Alternate","Simple","Reticulate","Undulate","Globular","","0","Green Small","Yellow Ovoid","0","Feb,march",1,"mangifera-indica","","""000000442""","Amba"
"","""Manihot Esculenta""","Euphorbiaceae","https://en.wikipedia.org/wiki/Cassava","Occasional","","","Lobed","Alternate","Simple","Reticulate","Entire","Erect","","0","Green","Globose","0","Aug",1,"manihot-esculenta","","""000000443""","Tapioca"
"","""Manilkara Hexandra""","Sapotaceae","http://en.wikipedia.org/wiki/Manilkara_hexandra","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Spreading","","0","White","Yellow","0","Octo,Nov",1,"manilkara-hexandra","","""000000444""","Khirni"
"","""Manilkara Sp""","Sapotaceae","http://pt.wikipedia.org/wiki/Manilkara","Rare","","","Elliptic","Alternate","Simple","Reticulate","Entire","Vase shaped","","0","No","No","0","No",1,"manilkara-sp","","""000000445""","Zapota"
"","""Manilkara Zapota""","Sapotaceae","http://en.wikipedia.org/wiki/Manilkara_zapota","Common","","","Elliptic","Alternate","Simple","Reticulate","Entire","Globular","","0","Small,Creamish Yellow","Brown","0","April",1,"manilkara-zapota","","""000000446""","Chikkoo"
"","""Markhamia Platycalyx""","Bignoniaceae","http://en.wikipedia.org/wiki/Markhamia_lutea","Occasional","","","Elliptic","Opposite","Uni-pinnate","","","Erect","","0","Yellow","Twisted Brown","0","March,April,May",1,"markhamia-platycalyx","","""000000447""","Markhamia"
"","""Maytenus Rothiana""","Celastraceae","http://en.wikipedia.org/wiki/Maytenus","Occasional","","","Ovate","Alternate","Simple","Reticulate","Crenulate","Erect","","0","white","Globose Purple","0","Feb,march",1,"maytenus-rothiana","","""000000448""","Henkal"
"","""Maytenus Senegalensis""","Celastraceae","http://es.wikipedia.org/wiki/Maytenus_senegalensis","Occasional","","","Ovate","Alternate","Simple","Reticulate","Crenulate","Erect","","0","white","Globose Purple","0","Feb,march",1,"maytenus-senegalensis","","""000000449""","Henkal"
"","""Melaleuca Bracteata""","Myrtaceae","","Occasional","","","Linear","Opposite","Simple","","","Trailing","","0","White","Small woody","0","July,Aug",1,"melaleuca-bracteata","","""000000450""","Golden Bottel Brush"
"","""Melaleuca Leucadendron""","Myrtaceae","http://en.wikipedia.org/wiki/Melaleuca_leucadendra","Occasional","","","Linear","Opposite","Simple","","","Trailing","","0","White","Small woody","0","July,Aug",1,"melaleuca-leucadendron","","""000000451""","Golden Bottel Brush"
"","""Melia Azedarach""","Meliaceae","http://en.wikipedia.org/wiki/Melia_azedarach","Occasional","","","Ovate","Opposite","Multi-pinnata","","","Irregular","","0","Blue","Green","0","April",1,"melia-azedarach","","""000000452""","Bakan Neem"
"","""Melia Dubia""","Meliaceae","http://en.wikipedia.org/wiki/Melia_dubia","Occasional","","","Ovate","Opposite","Multi-pinnata","","","Irregular","cracked,thick.","0","Blue","Green","0","April",1,"melia-dubia","","""000000453""","Bakan Neem"
"","""Memecylon Umbellatum""","Melastomaceae","http://en.wikipedia.org/wiki/Memecylon_umbellatum","Rare","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Oval","","0","Bluish Purple","Purplish Black","0","April,May",1,"memecylon-umbellatum","","""000000454""","Anjani"
"","""Mesua Ferrea""","Clusiaceae","http://en.wikipedia.org/wiki/Mesua_ferrea","Occasional","","","Lanceolate","Opposite","Simple","","","Trailing","","0","Fragrant, white","Ovoid,Woody","0","Mar",1,"mesua-ferrea","","""000000455""","Nagchapha"
"","""Meyna Laxiflora""","Rubiaceae","","Occasional","","","Elliptic","Opposite","Simple","Reticulate","Acuminate","Irregular","dark smooth.","0","Scars","Globose,brown","0","March",1,"meyna-laxiflora","","""000000456""","Alu"
"","""Michelia Champaca""","Magnoliaceae","http://en.wikipedia.org/wiki/Michelia","Common","","","Elliptic","Alternate","Simple","Reticulate","Undulate","Conical","","0","Fragrant Yellow","Red","0","March,April,Sep,Octo",1,"michelia-champaca","","""000000457""","Sonchafa"
"","""Miliusa Tomentosa""","Annonaceae","","Occasional","","","Oblong","Alternate","Simple","Reticulate","Entire","Irregular","","0","Redish yellow","Globose purple","0","Feb,March",1,"miliusa-tomentosa","","""000000458""","Humb"
"","""Millettia Peguensis""","Fabaceae","http://en.wikipedia.org/wiki/Millettia_peguensis","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Oval","","0","Purplish blue","Pods flat","0","Feb",1,"millettia-peguensis","","""000000459""","Lal Karanj"
"","""Millingtonia Hortensis""","Bignoniaceae","http://en.wikipedia.org/wiki/Millingtonia","Common","","","Ovate","Opposite","Multi-pinnata","","","Erect","soft,light brown.","0","White Fragrant","Flat","0","Octo",1,"millingtonia-hortensis","","""000000460""","Buch"
"","""Mimusops Elengi""","Sapotaceae","http://en.wikipedia.org/wiki/Mimusops_elengi","Rare","","","Elliptic","Alternate","Simple","Reticulate","Acuminate","Oval","smooth,scaly","0","White, Fragrant","Yellow","0","Jun,July",1,"mimusops-elengi","","""000000461""","Bakul"
"","""Mitragyna Parvifolia""","Rubiaceae","http://en.wikipedia.org/wiki/Nauclea_orientalis","Occasional","","","Ovate","Opposite","Simple","","","Globular","scaly,light brown.","0","Fragrant","Globose","0","May,June",1,"mitragyna-parvifolia","","""000000462""","Kalam"
"","""Morinda Citrifolia""","Rubiaceae","http://en.wikipedia.org/wiki/Morinda_citrifolia","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","","0","Fragrant white","Round Rough","0","May",1,"morinda-citrifolia","","",""
"","""Morinda Pubescens""","Rubiaceae","","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","dark brown,deeply cracked.","0","Fragrant white","Round Rough","0","May",1,"morinda-pubescens","","""000000463""","Bartondi"
"","""Moringa Oleifera""","Moringaceae","http://en.wikipedia.org/wiki/Moringa_oleifera","Common","","","Oblong","Opposite","Multi-pinnata","","","Irregular","grey fissured. Branches with paired spines 1.5cm.","0","White","Cylindrcal Ribbed","0","Feb",1,"moringa-oleifera","","""000000464""","Shewga"
"","""Morus Alba""","Moraceae","http://en.wikipedia.org/wiki/Morus_alba","Occasional","","","Oblong","Alternate","Simple","Reticulate","Acuminate","Irregular","yellowish grey, flacky.","0","green","Reddish black","0","March",1,"morus-alba","","""000000465""","Tuti"
"","""Muntingia Calabura""","Tiliaceae","http://en.wikipedia.org/wiki/Muntingia","Common","","","Lanceolate","Alternate","Simple","Reticulate","Acuminate","Spreading","","0","White","Globose pink","0","Jan-Dec",1,"muntingia-calabura","","""000000466""","Singapore Cherry"
"","""Murraya Koenigii""","Rutaceae","https://en.wikipedia.org/wiki/Curry_tree","Common","","","Ovate","Alternate","Uni-pinnate","","","Irregular","grey.","0","White,Fragrant","Globose,red","0","May,Jun",1,"murraya-koenigii","","""000000467""","Kadhilimb"
"","""Murraya Paniculata""","Rutaceae","https://en.wikipedia.org/wiki/Murraya_paniculata","Occasional","","","Ovate","Alternate","Uni-pinnate","","","Erect","smooth yellowish grey","0","White Fragrant","Smooth red","0","Jan,Feb,Aug,Sep",1,"murraya-paniculata","","""000000468""","Kunti"
"","""Mussaenda Erythrophylla""","Rubiaceae","http://en.wikipedia.org/wiki/Mussaenda_erythrophylla","Occasional","","","Ovate","Opposite","Simple","","","Irregular","","0","Yellow small","No","0","Jan,Mar,May,July,sep,Nov",1,"mussaenda-erythrophylla","","""000000469""","Mussaenda"
"","""Myristica Fragrans""","Myristicaceae","http://en.wikipedia.org/wiki/Nutmeg","Rare","","","Elliptic","Alternate","Simple","Reticulate","Entire","Spreading","","0","Yellow","Red ,aril","0","Dec",1,"myristica-fragrans","","""000000470""","Jayphal"
"","""Neodypsis Decaryi""","","http://en.wikipedia.org/wiki/Dypsis_decaryi","Rare","","","","","","","","","single, 15-20cm dia,smooth with close, inclined,deep rings of leaf bases, blackish grey.","0","Yellow","Pale Green","0","No",1,"neodypsis-decaryi","","""000000471""","Triangle Palm"
"","""Neolamarckia Cadamba""","Rubiaceae","http://en.wikipedia.org/wiki/Neolamarckia_cadamba","Common","","","Elliptic","Opposite","Simple","Reticulate","Entire","Spreading","bulged at the base.","0","Fragrant Creamish white","Round Orange","0","July,Aug",1,"neolamarckia-cadamba","","""000000472""","Kadamb"
"","""Nephelium Chinensis""","Sapindaceae","","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Irregular","","0","White","Red,Rough","0","Jan,Feb",1,"nephelium-chinensis","","""000000473""","Litchi"
"","""Nerium Indicum""","Apocynaceae","http://en.wikipedia.org/wiki/Nerium","Common","","","Linear","Opposite","Simple","","","Irregular","","0","White to Red","Ribbed","0","Jan,Mar,May,July,sep,Nov",1,"nerium-indicum","","""000000474""","Kanher"
"","""Nolina Recurvata""","","http://en.wikipedia.org/wiki/Beaucarnea_recurvata","Occasional","","","Linear","Alternate","Simple","Parallel","Entire","Erect","heavily bulging and hemispherical at base","0","No","No","0","No",1,"nolina-recurvata","","",""
"","""Nopalea Cochenillifera""","Cactaceae","http://en.wikipedia.org/wiki/Opuntia","Occasional","","","Linear","Alternate","Simple","No","No","Erect","round,spineless","0","Red","Yellow Juicy","0","Aug",1,"nopalea-cochenillifera","","""000000475""","Nopal Cactus"
"","""Nyctanthes Arbor-Tristis""","Oleaceae","http://en.wikipedia.org/wiki/Nyctanthes_arbor-tristis","Common","","","Ovate","Opposite","Simple","","","Irregular","grey,rough branches.","0","White,with orange petal","Round,flat,brown","0","July,Aug",1,"nyctanthes-arbor-tristis","","""000000476""","Parijatak"
"","""Ochna Obtusata""","Ochnaceae","https://en.wikipedia.org/wiki/Ochna","Rare","","","Elliptic","Alternate","Simple","Reticulate","Entire","Irregular","","0","Golden Yellow","Black","0","Feb,March",1,"ochna-obtusata","","""000000477""","Kanak Champa"
"","""Olea Dioica""","Oleaceae","","Rare","","","Elliptic","Opposite","Simple","Reticulate","Serrate","Oval","","0","Compound","Purple,Ellipsoid","0","Dec",1,"olea-dioica","","""000000478""","Par Jambhul"
"","""Olea Europaea""","Oleaceae","http://en.wikipedia.org/wiki/Olive","Rare","","","Lanceolate","Opposite","Simple","","","Spreading","branched from base. Branches Trailing, slender.","0","Green Fragrant","Oblong, black","0","Dec",1,"olea-europaea","","""000000479""","Olive Tree"
"","""Oncoba Routledge""","Flacourtiaceae","","Rare","","","Oblong","Alternate","Simple","Reticulate","Wavy","Spreading","","0","Fragrant white","Brown,woody","0","Jan,Feb,Jun,July",1,"oncoba-routledge","","""000000480""","Fried Egg Plant"
"","""Oroxylum Indicum""","Bignoniaceae","http://en.wikipedia.org/wiki/Oroxylum_indicum","Rare","","","Ovate","Opposite","Multi-pinnata","","","Erect","light grey,soft,scaly.","0","Pinkish White","Woody","0","July",1,"oroxylum-indicum","","""000000481""","Tetu"
"","""Osmanthus Fragrans""","Oleaceae","http://en.wikipedia.org/wiki/Osmanthus_fragrans","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Oval","","0","Fragrant white","Green","0","March",1,"osmanthus-fragrans","","""000000482""","Tea Olive"
"","""Ougeinia Oojeinensis""","Fabaceae","","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Irregular","","0","Pinkish white","Pods long","0","March",1,"ougeinia-oojeinensis","","""000000483""","Kala Palas"
"","""Pachypodium Lamerei""","Apocynaceae","http://en.wikipedia.org/wiki/Pachypodium_lamerei","Rare","","","Linear","Opposite","Simple","","","Erect","cylindric,with milky juice,densely covered with long,straight spines","0","white,Fragrant","Cylindric","0","June,July",1,"pachypodium-lamerei","","""000000484""","Madagascar Palm"
"","""Pandanus Odoratissimus""","Pandanaceae","","Occasional","","","Linear","Alternate","Simple","Parallel","Spinus","Irregular","thick,supported by inclined cylindrical roots","0","Fragrant,Solitary","Oblong yellow","0","July,Aug",1,"pandanus-odoratissimus","","""000000485""","Kevada"
"","""Paraserianthes Lophantha""","Mimosaceae","http://en.wikipedia.org/wiki/Paraserianthes_lophantha","Rare","","","","","","","","","","0","White Fragrant","Pods flat,reddish brown","0","No",1,"paraserianthes-lophantha","","""000000486""","Cape Wattle"
"","""Parkia Biglandulosa""","Mimosaceae","http://en.wikipedia.org/wiki/Parkia","Occasional","","","Oblong","Opposite","Multi-pinnata","","","Oval","","0","White","Pods flat","0","Dec",1,"parkia-biglandulosa","","""000000487""","Chenduphali"
"","""Parkinsonia Aculeata""","Caesalpiniceae","http://en.wikipedia.org/wiki/Parkinsonia_aculeata","Occasional","","","Oblong","Opposite","Multi-pinnata","","","Spreading","","0","Fragrant yellow","Cylindric","0","Jun,July",1,"parkinsonia-aculeata","","""000000488""","Vedi Babhul"
"","""Parmentiera Cereifera""","Bignoniaceae","http://en.wikipedia.org/wiki/Parmentiera_cereifera","Rare","","","Elliptic","Opposite","Uni-pinnate","","","Spreading","","0","Greenish,white","Candle like","0","Aug,Sep",1,"parmentiera-cereifera","","""000000489""","Candle Tree"
"","""Peltophorum Africanum""","Caesalpiniceae","http://en.wikipedia.org/wiki/Peltophorum","Rare","","","Oblong","Opposite","Multi-pinnata","","","Irregular","grey, corky.","0","Fragrant yellow","Woody","0","Feb,March,April,July,Aug",1,"peltophorum-africanum","","""000000490""","Tambadsheng"
"","""Peltophorum Pterocarpum""","Caesalpiniceae","http://en.wikipedia.org/wiki/Peltophorum_pterocarpum","Common","files/tree_species/copper-pod-leaf.jpg","files/tree_species/copper-pod-tree.jpg","Oblong","Opposite","Multi-pinnata","","","Irregular","rough,grey.","0","Fragrant yellow","Woody","0","Feb,March,April,July,Aug",1,"peltophorum-pterocarpum","","""000000491""","Tambadsheng"
"","","","","","","","","","","","","","","","","","","","","","","""000000639""","Copper Pod"
"","""Persea Americana""","Lauraceae","http://en.wikipedia.org/wiki/Avocado","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Irregular","","0","Yellow","Green","0","Feb,March",1,"persea-americana","","""000000492""","Avacado"
"","""Persea Americana Var Drymifolia""","Lauraceae","http://es.wikipedia.org/wiki/Persea_americana","Occasional","","","Elliptic","Alternate","Simple","Reticulate","Entire","Irregular","","0","Yellow","Green","0","Feb,March",1,"persea-americana-var-drymifolia","","",""
"","""Petrea Arborea""","Verbenaceae","http://en.wikipedia.org/wiki/Petrea","Rare","","","Oblong","Opposite","Simple","","","Irregular","","0","Blue,White","Small","0","Jan",1,"petrea-arborea","","""000000493""","Petrea"
"","""Phoenicophorium Borsigianum""","","http://en.wikipedia.org/wiki/Phoenicophorium","Rare","","","","","","","","","single, stout, tapering at apex,30-50cm,smooth with shallow rings grey","0","No","Ovoid Orange","0","No",1,"phoenicophorium-borsigianum","","""000000494""","Thief Palm"
"","""Phoenix Canariensis""","","http://en.wikipedia.org/wiki/Phoenix_canariensis","Rare","","","","","","","","","singal, stout,60-90 cm dia, covered with persistent petioles,","0","Yellow","Orange","0","No",1,"phoenix-canariensis","","""000000495""","Canary Island Date Palm"
"","""Phoenix Dactylifera""","","http://en.wikipedia.org/wiki/Phoenix_dactylifera","Rare","","","","","","","","","Single,60-90 cm dia, covered with persistent petiols.Crown shaft absent.","0","Yellow","Orange","0","No",1,"phoenix-dactylifera","","""000000496""","Shindi"
"","""Phoenix Robusta""","","http://en.wikipedia.org/wiki/Phoenix_(plant)","Rare","","","","","","","","","Single , 5-10 cm dia covered with persistent petioles","0","Yellow","Orange","0","No",1,"phoenix-robusta","","""000000497""","Shelu"
"","""Phoenix Roebelenii""","","http://en.wikipedia.org/wiki/Phoenix_roebelenii","Rare","","","","","","","","","Single,15-25cm dia,covered with persistent petiole","0","No","Brown black","0","No",1,"phoenix-roebelenii","","""000000498""","Dwarf Date Palm"
"","""Phoenix Rupicola""","","http://en.wikipedia.org/wiki/Phoenix_rupicola","Rare","","","","","","","","","","0","No","Orange","0","No",1,"phoenix-rupicola","","""000000499""","Cliff Date Palm"
"","""Phoenix Sylvestris""","","http://en.wikipedia.org/wiki/Phoenix_sylvestris","Common","","","","","","","","","single,brown,45cm dia, covered with persistant,bracket like leaf bases.","0","Yellow","Orange","0","No",1,"phoenix-sylvestris","","""000000500""","Shindi"
"","""Phyllanthus Acidus""","Euphorbiaceae","http://en.wikipedia.org/wiki/Phyllanthus_acidus","Common","","","Ovate","Alternate","Simple","Reticulate","Entire","Irregular","","0","Small pink","globose ribbed,edible","0","April ,May,Nov,Dec",1,"phyllanthus-acidus","","""000000501""","Ray Awala"
"","""Pimenta Dioica""","Lauraceae","http://en.wikipedia.org/wiki/Pimenta_(genus)","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","","0","Yellow small","Oblong","0","No",1,"pimenta-dioica","","""000000502""","Allspice"
"","""Pinus Longifolia""","Pinaceae","http://en.wikipedia.org/wiki/Pinus_longifolia","Rare","","","","","","","","Conical","thick,resinous,deeply cracked,forming large rhomboidal plates","0","No","No","0","No",1,"pinus-longifolia","","""000000503""","Pine"
"","""Pinus Roxburghii""","Pinaceae","http://en.wikipedia.org/wiki/Chir_Pine","Rare","","","","","","","","Conical","dark brown,flaky.branches multi planer.","0","No","No","0","No",1,"pinus-roxburghii","","""000000504""","Pine"
"","""Pithecellobium Dulce""","Mimosaceae","http://en.wikipedia.org/wiki/Pithecellobium_dulce","Occasional","","","Ovate","Opposite","Multi-pinnata","","","Trailing","","0","Greenish","Pods red","0","Jan",1,"pithecellobium-dulce","","""000000505""","Vilayati Chinch"
"","""Platanus Orientalis""","Platanaceae","http://en.wikipedia.org/wiki/Platanus_orientalis","Rare","","","Lobed","Alternate","Simple","Reticulate","Acuminate","Spreading","smooth,grey","0","Greenish","globose","0","April",1,"platanus-orientalis","","""000000506""","Chinar"
"","""Platycladus Orientalis""","Cupressaceae","http://en.wikipedia.org/wiki/Platycladus","Common","","","","","","","","","","0","No","No","0","No",1,"platycladus-orientalis","","""000000507""","Morpankhi"
"","""Plumeria Obtusata (Plumeria Obtusa)""","Apocynaceae","http://en.wikipedia.org/wiki/Plumeria_obtusa","Common","","","Ovate","Opposite","Simple","","","Spreading","","0","Fragrant,White,Yellow","Purplish,green","0","Jan,Mar,May,July,sep,Nov",1,"plumeria-obtusata-(plumeria-obtusa)","","""000000508""","Lal Chapha"
"","""Plumeria Pudica""","Apocynaceae","http://en.wikipedia.org/wiki/Plumeria_pudica","Occasional","","","Ovate","Opposite","Simple","","","Erect","","0","white,Fragrant","No","0","Jan,Mar,May,July,sep,Nov",1,"plumeria-pudica","","""000000509""","Pandhra Chapha"
"","""Plumeria Rubra""","Apocynaceae","http://en.wikipedia.org/wiki/Plumeria_rubra","Common","","","Ovate","Opposite","Simple","","","Spreading","greenish brown,flaky.branches cylindric,with milky juice.","0","White,Fragrant,Yellow","Purplish,green","0","Jan,Mar,May,July,sep,Nov",1,"plumeria-rubra","","""000000510""","Lal Chapha"
"","""Podocarpus Gracilior""","Podocarpaceae","http://en.wikipedia.org/wiki/Podocarpus_gracilior","Occasional","","","","","","","","","reddish brown,flaky.","0","No","No","0","No",1,"podocarpus-gracilior","","""000000511""","Fern Pine"
"","""Podocarpus Neriifolius""","Podocarpaceae","http://en.wikipedia.org/wiki/Podocarpus_neriifolius","Common","","","","","","","","","brown, furrowed,branchlets slender,drooping.","0","No","No","0","No",1,"podocarpus-neriifolius","","""000000512""","Yellow Wood"
"","""Polyalthia Longifolia""","Annonaceae","http://en.wikipedia.org/wiki/Polyalthia_longifolia","Common","files/tree_species/ashok-leaf.jpg","files/tree_species/ashok-tree.jpg","Lanceolate","Alternate","Simple","Reticulate","Wavy","Erect","","0","Green","Ovoid hard","0","March,April",1,"polyalthia-longifolia","","""000000513""","Ashok"
"","","","","","","","","","","","","","","","","","","","","","","""000000514""","Assopalav"
"","""Polyalthia Longifolia Var. Angustifolia""","Annonaceae","http://en.wikipedia.org/wiki/Polyalthia_longifolia","Common","","","Lanceolate","Alternate","Simple","Reticulate","Wavy","Erect","","0","Green","Ovoid hard","0","March,April",1,"polyalthia-longifolia-var.-angustifolia","","""000000515""","Ashok"
"","""Pongamia Pinnata""","Fabaceae","http://en.wikipedia.org/wiki/Millettia_pinnata","Occasional","","","Ovate","Opposite","Uni-pinnate","","","Trailing","light grey,cracked.branches crooked,armed.","0","Pinkish white","Curved","0","May,Jun",1,"pongamia-pinnata","","""000000516""","Karanj"
"","""Populus Deltoides""","Salicaceae","http://en.wikipedia.org/wiki/Populus_deltoides","Occasional","","","Oblong","Alternate","Simple","Reticulate","Tooth margin","Vase shaped","","0","No","No","0","No",1,"populus-deltoides","","""000000517""","Poplar"
"","""Premna Obtusifolia""","Rubiaceae","","Rare","","","Elliptic","Opposite","Simple","Reticulate","Entire","Irregular","","0","White","Purple,globose","0","Octo,",1,"premna-obtusifolia","","""000000518""","Agnimanth"
"","""Pritchardia Pacifica""","","http://en.wikipedia.org/wiki/Pritchardia_pacifica","Occasional","","","","","","","","","single,slender,15-20cm dia,smooth,covered with rings of fallen leaf bases.","0","No","Dark Brown","0","No",1,"pritchardia-pacifica","","""000000519""","Fiji Fan Palm"
"","""Prosopis Cineraria""","Mimosaceae","http://en.wikipedia.org/wiki/Prosopis_cineraria","Rare","","","Oblong","Opposite","Multi-pinnata","","","Globular","","0","Fragrant yellow","Pods flat","0","Sep",1,"prosopis-cineraria","","""000000520""","Shami"
"","""Prosopis Juliflora""","Mimosaceae","http://en.wikipedia.org/wiki/Prosopis_juliflora","Common","","","Oblong","Opposite","Multi-pinnata","","","Globular","","0","Fragrant yellow","Pods flat","0","Sep",1,"prosopis-juliflora","","""000000521""","Shami"
"","""Prunus Serrulata""","Rosaceae","http://en.wikipedia.org/wiki/Prunus_serrulata","","","","Oblong","Alternate","Simple","Reticulate","Serrate","Irregular","","0","Pink","No","0","Feb,March",1,"prunus-serrulata","","""000000522""","Cherry Blossom"
"","""Pseudobombax Ellipticum""","Bombacaceae","http://en.wikipedia.org/wiki/Pseudobombax_ellipticum","Rare","","","Elliptic","","Digitate","","","Irregular","grey flaky branches whorled.","0","Pink","Brown","0","March,April",1,"pseudobombax-ellipticum","","""000000523""","Shaving Brush"
"","""Psidium Guajava""","Myrtaceae","http://en.wikipedia.org/wiki/Psidium_guajava","Common","","","Oblong","Opposite","Simple","","","Spreading","pale brown,smooth flaky.","0","White Fragrant","Greenish Yellow","0","April",1,"psidium-guajava","","""000000524""","Peru"
"","""Pterocarpus Indicus F. Echinatus""","Fabaceae","http://en.wikipedia.org/wiki/Pterocarpus_indicus","Rare","","","Oblong","Opposite","Uni-pinnate","","","Irregular","","0","yellow","Pods woody","0","May,Jun",1,"pterocarpus-indicus-f.-echinatus","","""000000525""","Padauk"
"","""Pterocarpus Indicus F. Indicus""","Fabaceae","http://en.wikipedia.org/wiki/Pterocarpus_indicus","Rare","","","Oblong","Opposite","Uni-pinnate","","","Irregular","","0","yellow","Pods woody","0","May,Jun",1,"pterocarpus-indicus-f.-indicus","","""000000526""","Padauk"
"","""Pterocarpus Marsupium""","Fabaceae","http://en.wikipedia.org/wiki/Pterocarpus_marsupium","Occasional","","","Oblong","Opposite","Uni-pinnate","","","Oval","","0","Yellow","Pods woody","0","May,Jun",1,"pterocarpus-marsupium","","""000000527""","Beeja"
"","""Pterocarpus Santalinus""","Fabaceae","http://en.wikipedia.org/wiki/Pterocarpus_santalinus","Occasional","","","Oblong","Opposite","Uni-pinnate","","","Oval","grey,smooth.","0","Yellow","Pods woody","0","May,Jun",1,"pterocarpus-santalinus","","""000000528""","Beeja"
