-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.12.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.12.csv"
}
-----
State,District,Block,Total Number of Tubewells, Avg length of Pucca Channel,Avg length of Kuccha Channel,Avg length of Under gr. Channel
GOA,SOUTH GOA,SANGUEM,2,150,100,0
HARYANA,AMBALA,AMBALA,5382,3,148,1
HARYANA,AMBALA,BARARA,3022,1,208,1
HARYANA,AMBALA,NARAINGARH,6340,0,200,1
HARYANA,BHIWANI,BAWANI KHERA,1341,10,15,12
HARYANA,BHIWANI,BHIWANI KHERA,4810,25,39,3
HARYANA,BHIWANI,DADRI,8889,15,23,26
HARYANA,BHIWANI,LOHARU,2646,70,6,19
HARYANA,BHIWANI,TOSHAM,786,26,104,10
HARYANA,FARIDABAD,BALLABHGARH,6519,2,410,1
HARYANA,FARIDABAD,FARIDABAD,5076,26,443,0
HARYANA,FARIDABAD,HATHIN,2694,7,405,1
HARYANA,FARIDABAD,HODAL,1090,5,331,0
HARYANA,FARIDABAD,PALWAL,10226,4,297,3
HARYANA,GURGAON,FEROZEPUR JHARIKA,3473,8,136,29
HARYANA,GURGAON,GURGAON,10377,5,115,23
HARYANA,GURGAON,NUH,9526,9,95,38
HARYANA,GURGAON,PUNHANA,5364,10,135,7
HARYANA,HISAR,ADAMPUR,2061,2,23,11
HARYANA,HISAR,FATEHABAD,9585,25,226,1
HARYANA,HISAR,HANSI I,7480,2,39,14
HARYANA,HISAR,HISAR I,11123,8,178,3
HARYANA,HISAR,NARNAUND,1781,12,124,0
HARYANA,HISAR,RATIA,5471,10,254,2
HARYANA,HISAR,TOHANA,7871,5,317,0
HARYANA,JIND,JIND,10798,40,161,4
HARYANA,JIND,NARWANA,10568,13,206,2
HARYANA,JIND,SAFIDON,8353,9,230,3
HARYANA,KAITHAL,GUHALA,11587,6,142,2
HARYANA,KAITHAL,KAITHAL,19378,12,149,4
HARYANA,KARNAL,ASANDH,7772,7,204,1
HARYANA,KARNAL,GHARAUNDA,12333,7,155,5
HARYANA,KARNAL,INDRI,9747,7,189,1
HARYANA,KARNAL,KARNAL,14515,18,150,3
HARYANA,KARNAL,NILOKHERI,7935,7,148,3
HARYANA,KURUKSHETRA,PEHOWA,11242,8,221,6
HARYANA,KURUKSHETRA,SHAHBAD,6289,10,108,14
HARYANA,KURUKSHETRA,THANESAR,18376,13,99,17
HARYANA,MEHANDERGARH,MAHENDERGARH,13850,36,31,7
HARYANA,MEHANDERGARH,NARNAUL,10380,84,11,3
HARYANA,PANCHKULA,KALKA,456,14,82,12
HARYANA,PANCHKULA,PANCHKULA,727,3,72,16
HARYANA,PANIPAT,PANIPAT,18243,20,154,1
HARYANA,PANIPAT,SMALKHA,8107,21,124,0
HARYANA,RIWARI,BAWAL,3589,5,211,3
HARYANA,RIWARI,NAHAR,4456,66,36,8
HARYANA,RIWARI,RIWARI,15213,154,73,18
HARYANA,ROHTAK,BAHADURGARH,8503,3,42,3
HARYANA,ROHTAK,BERI,3388,17,109,3
HARYANA,ROHTAK,JHAJJAR,22740,12,69,15
HARYANA,ROHTAK,MEHAM,5056,2,65,9
HARYANA,ROHTAK,ROHTAK,10968,4,110,8
HARYANA,SIRSA,DABWALI,4863,14,91,8
HARYANA,SIRSA,ELLENABAD,2069,2,373,0
HARYANA,SIRSA,RANIA,2020,18,234,1
HARYANA,SIRSA,SIRSA,15770,20,260,7
HARYANA,SONIPAT,GANAUR,3336,2,219,2
HARYANA,SONIPAT,GOHANA,8695,19,158,0
HARYANA,SONIPAT,KATHURA,10291,2,147,3
HARYANA,SONIPAT,SONIPAT,13808,2,200,2
HARYANA,YAMUNA NAGAR,CHHACHHROLI,9155,9,120,0
HARYANA,YAMUNA NAGAR,JAGADARI,16785,2,254,1
HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,1,0,100,0
HIMACHAL PRADESH,Bilaspur,Naina Devi,21,14,47,0
HIMACHAL PRADESH,Hamirpur,Barsar,3,100,223,0
HIMACHAL PRADESH,Hamirpur,Bhoranj,5,13,25,18
HIMACHAL PRADESH,Hamirpur,Hamirpur,4,333,87,0
HIMACHAL PRADESH,Kangra,Dera Gopipur,10,0,382,0
HIMACHAL PRADESH,Kangra,Fatehpur,29,116,214,0
HIMACHAL PRADESH,Kangra,Indora,261,19,133,10
HIMACHAL PRADESH,Kangra,Jaisinghpur,5,0,29,0
HIMACHAL PRADESH,Kangra,Jawali,3,420,274,412
HIMACHAL PRADESH,Kangra,Palampur,1,800,1200,0
HIMACHAL PRADESH,Mandi,Baldwara,4,0,0,125
HIMACHAL PRADESH,Mandi,Mandi,73,54,70,83
HIMACHAL PRADESH,Mandi,Sundarnagar,2,0,75,0
HIMACHAL PRADESH,Sirmaur,Nahan,2,0,35,0
HIMACHAL PRADESH,Sirmaur,Paonta Sahib,175,28,302,16
HIMACHAL PRADESH,Solan,Nalagarh,85,106,197,313
HIMACHAL PRADESH,Una,Amb,112,152,318,389
HIMACHAL PRADESH,Una,Bangana,2,8,98,0
HIMACHAL PRADESH,Una,Haroli,165,2,109,1
HIMACHAL PRADESH,Una,Una,661,7,80,1
JAMMU & KASHMIR,Budgam,Budgam,1,20,77,0
JAMMU & KASHMIR,Jammu,Akhnoor,1,10,80,0
JAMMU & KASHMIR,Jammu,Bishna,445,180,845,0
JAMMU & KASHMIR,Jammu,Jammu,11,30,120,0
JAMMU & KASHMIR,Jammu,R.S.Pora,391,100,680,0
JAMMU & KASHMIR,Jammu,Samba,220,60,450,0
JAMMU & KASHMIR,Kathua,Hiranagar,205,20,176,0
JAMMU & KASHMIR,Kathua,Kathua,22,12,80,0
JAMMU & KASHMIR,Kupwara,Kupwara,11,35,79,0
JAMMU & KASHMIR,Srinagar,Srinagar,6,82,120,0
KARNATAKA,BANGALORE RURAL,CHANNAPATNA,124,9,37,32
KARNATAKA,BANGALORE RURAL,DEVANAHALLI,1082,35,33,13
KARNATAKA,BANGALORE RURAL,DODDABALLAPUR,1556,7,59,25
KARNATAKA,BANGALORE RURAL,HOSAKOTE,837,30,49,46
KARNATAKA,BANGALORE RURAL,KANAKAPURA,1321,14,19,18
KARNATAKA,BANGALORE RURAL,MAGADI,740,23,43,33
KARNATAKA,BANGALORE RURAL,NELAMANGALA,1309,11,27,98
KARNATAKA,BANGALORE RURAL,RAMANAGARA,610,47,100,3
KARNATAKA,BANGALORE URBAN,ANEKAL,46,42,21,11
KARNATAKA,BANGALORE URBAN,BANGALORE NORTH,1110,43,102,26
KARNATAKA,BANGALORE URBAN,BANGALORE SOUTH,1182,30,184,65
KARNATAKA,BELGAUM,ATHNI,572,23,40,46
KARNATAKA,BELGAUM,BELGAUM,1357,46,17,146
KARNATAKA,BELGAUM,CHIKODI,571,12,43,107
KARNATAKA,BELGAUM,GOKAK,562,84,64,53
KARNATAKA,BELGAUM,HUKKERI,279,37,107,115
KARNATAKA,BELGAUM,KHANAPUR,621,49,35,26
KARNATAKA,BELGAUM,PARASGAD,933,35,70,22
KARNATAKA,BELGAUM,RAMDURG,58,6,249,102
KARNATAKA,BELGAUM,RAYBAG,77,41,22,25
KARNATAKA,BELGAUM,SAMPGAON,60,0,6,93
KARNATAKA,BELLARY,BELLARY,276,8,29,21
KARNATAKA,BELLARY,H.B. HALLY,3,0,25,100
KARNATAKA,BELLARY,HADAGALI,261,33,40,116
KARNATAKA,BELLARY,HARAPANA HALLI,211,0,22,29
KARNATAKA,BELLARY,HOSPET,6,0,59,0
KARNATAKA,BELLARY,KUDLIGI,580,5,102,55
KARNATAKA,BELLARY,SANDUR,113,34,59,166
KARNATAKA,BELLARY,SIRAGUPPA,55,11,15,3
KARNATAKA,BIDAR,AURAD,11,18,5,100
KARNATAKA,BIDAR,BASAVA KALYANA,32,114,23,26
KARNATAKA,BIDAR,BHALKI,57,26,26,9
KARNATAKA,BIDAR,BIDAR,130,0,82,60
KARNATAKA,BIDAR,HUMANABAD,74,0,0,0
KARNATAKA,BIJAPUR,BADAMI,430,94,49,43
KARNATAKA,BIJAPUR,BAGALKOT,26,0,8,0
KARNATAKA,BIJAPUR,BAGEWADI,11,0,2,117
KARNATAKA,BIJAPUR,BIJAPUR,188,49,74,10
KARNATAKA,BIJAPUR,BILGI,127,90,40,45
KARNATAKA,BIJAPUR,HUNGUND,291,2,33,79
KARNATAKA,BIJAPUR,INDI,848,6,42,11
KARNATAKA,BIJAPUR,MUDDEBIHAL,28,8,3,0
KARNATAKA,BIJAPUR,MUDHOL,142,114,179,76
KARNATAKA,BIJAPUR,SINDGI,163,0,36,53
KARNATAKA,CHIKKAMAGALORE,CHIKKAMAGALORE,201,6,67,24
KARNATAKA,CHIKKAMAGALORE,KADUR,2604,4,181,34
KARNATAKA,CHIKKAMAGALORE,MUDIGERE,8,38,0,0
KARNATAKA,CHIKKAMAGALORE,N.R. PURA,39,17,10,1
KARNATAKA,CHIKKAMAGALORE,TARIKERE,89,2,0,17
KARNATAKA,CHITRADURGA,CHALLAKERE,1613,4,59,11
KARNATAKA,CHITRADURGA,CHITRADURGA,3362,29,45,24
KARNATAKA,CHITRADURGA,DAVANAGERE,1924,3,33,8
KARNATAKA,CHITRADURGA,HARIHAR,178,0,66,0
KARNATAKA,CHITRADURGA,HIRIYUR,487,8,66,6
KARNATAKA,CHITRADURGA,HOLALKERE,573,14,56,17
KARNATAKA,CHITRADURGA,HOSADURGA,1063,8,38,77
KARNATAKA,CHITRADURGA,MOLAKALMUR,410,28,25,5
KARNATAKA,DAKSHINA KANNADA,BANTWAL,201,0,2,49
KARNATAKA,DAKSHINA KANNADA,BELTHANGADY,32,32,10,125
KARNATAKA,DAKSHINA KANNADA,KARKALA,129,74,40,14
KARNATAKA,DAKSHINA KANNADA,MANGALORE,38,35,48,0
KARNATAKA,DAKSHINA KANNADA,PUTTUR,86,0,0,29
KARNATAKA,DAKSHINA KANNADA,SULLIA,40,526,0,9
KARNATAKA,DAKSHINA KANNADA,UDUPI,4,234,10,0
KARNATAKA,DHARWAR,BYADAGI,542,0,50,12
KARNATAKA,DHARWAR,DHARWAR,518,16,122,31
KARNATAKA,DHARWAR,GADAG,188,5,35,0
KARNATAKA,DHARWAR,HANGAL,1030,17,39,6
KARNATAKA,DHARWAR,HAVERI,397,1,16,89
KARNATAKA,DHARWAR,HIREKERUR,254,0,113,7
KARNATAKA,DHARWAR,HUBLI,199,0,0,4
KARNATAKA,DHARWAR,KALGHATGI,1083,3,66,0
KARNATAKA,DHARWAR,KUNDAGOL,33,0,3,0
KARNATAKA,DHARWAR,MUNDARGI,379,18,58,25
KARNATAKA,DHARWAR,NARAGUND,34,0,49,28
KARNATAKA,DHARWAR,NAVALAGUND,62,2,21,97
KARNATAKA,DHARWAR,RON,1948,3,75,31
KARNATAKA,DHARWAR,SHIRAHATTI,736,2,52,60
KARNATAKA,DHARWAR,SIGGAON,230,0,56,0
KARNATAKA,GULBARGA,AFZALPUR TALUK,165,52,27,7
KARNATAKA,GULBARGA,ALLAND TALUK,16,0,58,101
KARNATAKA,GULBARGA,CHINCHOLI,104,6,40,0
KARNATAKA,GULBARGA,CHITAPUR,7,0,377,0
KARNATAKA,GULBARGA,GULBARGA,41,8,35,31
KARNATAKA,GULBARGA,JEWARGI,14,0,1,0
KARNATAKA,GULBARGA,SAHAPUR,10,50,23,8
KARNATAKA,GULBARGA,SEDAM,47,10,22,3
KARNATAKA,GULBARGA,SHORAPUR,17,157,100,0
KARNATAKA,GULBARGA,YADAGIR,286,13,35,4
KARNATAKA,HASSAN,ALUR,35,53,49,1
KARNATAKA,HASSAN,ARASIKERE,2470,28,87,53
KARNATAKA,HASSAN,ARKALGUD,336,61,13,17
KARNATAKA,HASSAN,BELUR,654,6,16,12
KARNATAKA,HASSAN,CHANNARAYAPATNA,5416,77,77,54
KARNATAKA,HASSAN,H.N. PURA,209,9,61,55
KARNATAKA,HASSAN,HASSAN,1503,27,108,88
KARNATAKA,KODAGU,SOMWARPET,11,149,3,43
KARNATAKA,KOLAR,BAGEPALLI,321,28,29,49
KARNATAKA,KOLAR,BANGARPET,948,11,22,43
KARNATAKA,KOLAR,CHICKABALLAPUR,393,15,60,54
KARNATAKA,KOLAR,CHINTAMANI,857,9,36,60
KARNATAKA,KOLAR,GOWRIBIDANOOR,1129,5,79,54
KARNATAKA,KOLAR,GUDIBANDA,34,21,101,85
KARNATAKA,KOLAR,KOLAR,342,20,28,55
KARNATAKA,KOLAR,MALUR,988,11,48,18
KARNATAKA,KOLAR,MULABAGAL,158,51,74,49
KARNATAKA,KOLAR,SIDLAGHATTA,562,27,27,20
KARNATAKA,KOLAR,SRINIVASAPUR,1170,12,79,27
KARNATAKA,MANDYA,K.R. PET,66,37,34,41
KARNATAKA,MANDYA,MADDUR,141,16,36,64
KARNATAKA,MANDYA,MALAVALLY,351,9,9,13
KARNATAKA,MANDYA,MANDYA,245,16,47,1
KARNATAKA,MANDYA,NAGAMANGALA,233,8,19,26
KARNATAKA,MANDYA,PANDAVAPURA,38,62,89,7
KARNATAKA,MANDYA,SRIRANGAPATNA,37,22,28,3
KARNATAKA,MYSORE,CHAMARAJANAGAR,656,10,67,19
KARNATAKA,MYSORE,GUNDLUPET,42,1,16,9
KARNATAKA,MYSORE,HEGGADADEVANAKOTE,136,88,24,16
KARNATAKA,MYSORE,HUNSUR,110,28,33,8
KARNATAKA,MYSORE,K.R. NAGAR,230,64,96,9
KARNATAKA,MYSORE,KOLLEGAL,108,3,19,17
KARNATAKA,MYSORE,MYSORE,680,4,19,43
KARNATAKA,MYSORE,NANJANGUD,403,22,41,16
KARNATAKA,MYSORE,PERIYAPATNA,53,0,24,1
KARNATAKA,MYSORE,T. NARASIPURA,287,28,22,30
KARNATAKA,RAICHUR,DEVADURGA,41,40,58,30
KARNATAKA,RAICHUR,GANGAVATHI,610,25,41,13
KARNATAKA,RAICHUR,KOPPAL,1963,27,12,111
KARNATAKA,RAICHUR,KUSHTAGI,404,13,2,4
KARNATAKA,RAICHUR,LINGASUGUR,47,0,0,59
KARNATAKA,RAICHUR,MANVI,230,36,55,65
KARNATAKA,RAICHUR,RAICHUR,64,2,23,38
KARNATAKA,RAICHUR,SINDHANUR,38,2,66,25
KARNATAKA,RAICHUR,YELBURGA,319,12,104,29
KARNATAKA,SHIMOGA,BHADRAVATHI,96,62,52,21
KARNATAKA,SHIMOGA,CHANNAGIRI,315,14,68,27
KARNATAKA,SHIMOGA,HONNALI,427,5,15,116
KARNATAKA,SHIMOGA,HOSANAGARA,6,167,32,0
KARNATAKA,SHIMOGA,SAGARA,29,5,119,41
KARNATAKA,SHIMOGA,SHIKARPUR,1827,20,49,29
KARNATAKA,SHIMOGA,SHIMOGA,667,26,58,25
KARNATAKA,SHIMOGA,SORAB,396,5,31,18
KARNATAKA,SHIMOGA,TIRTHAHALLI,22,16,43,0
KARNATAKA,TUMKUR,CHICKANAYAKANA HALLY,183,3,21,6
KARNATAKA,TUMKUR,GUBBI,198,0,17,1
KARNATAKA,TUMKUR,KORATAGERE,504,3,101,29
KARNATAKA,TUMKUR,KUNIGAL,209,9,31,34
KARNATAKA,TUMKUR,MADHUGIRI,4633,11,39,28
KARNATAKA,TUMKUR,PAVAGADA,1053,5,42,10
KARNATAKA,TUMKUR,SIRA,1319,2,61,6
KARNATAKA,TUMKUR,TIPTUR,1596,0,22,52
KARNATAKA,TUMKUR,TUMKUR,54,1,15,15
KARNATAKA,TUMKUR,TURUVEKERE,364,27,37,7
KARNATAKA,UTTARA KANNADA,HALYAL,52,0,82,0
KARNATAKA,UTTARA KANNADA,HONNAVAR,15,4,0,100
KARNATAKA,UTTARA KANNADA,KARWAR,1,1460,0,0
KARNATAKA,UTTARA KANNADA,KUMTA,17,0,12,57
KARNATAKA,UTTARA KANNADA,SIDDAPUR,36,14,21,42
KARNATAKA,UTTARA KANNADA,SIRSI,14,32,13,25
KARNATAKA,UTTARA KANNADA,SUPA,2,0,0,0
KARNATAKA,UTTARA KANNADA,YELLAPUR,2,0,65,0
KERALA,ALAPUZHA,AMBALAPUZHA,74,0,0,3
KERALA,ALAPUZHA,ARIYAD,57,0,53,0
KERALA,ALAPUZHA,BHARANICAVU,2,0,0,0
KERALA,ALAPUZHA,CHAMPAKKULAM,5,0,0,0
KERALA,ALAPUZHA,CHERTHALA,51,0,63,0
KERALA,ALAPUZHA,HARIPPAD,34,39,0,5
KERALA,ALAPUZHA,KANJIKUZHI,140,0,49,0
KERALA,ALAPUZHA,MAVELIKARA,4,0,0,0
KERALA,ALAPUZHA,MUTHUKULAM,2,0,0,31
KERALA,ALAPUZHA,PATTANAKKAD,79,0,0,0
KERALA,ALAPUZHA,THYCATUSSERY,33,0,56,0
KERALA,ERANAKULAM,ANGAMALY,1,0,60,0
KERALA,ERANAKULAM,EDAPPALLY,2,50,35,30
KERALA,ERANAKULAM,KOTHAMANGALAM,2,0,125,0
KERALA,ERANAKULAM,PALLURUTHY,29,2,35,0
KERALA,ERANAKULAM,VYPEEN,91,0,3,0
KERALA,ERANAKULAM,VYTTILA,3,0,0,57
KERALA,IDUKKI,DEVIKULAM,1,0,25,0
KERALA,IDUKKI,THODUPUZHA,1,0,1000,0
KERALA,KANNUR,TRIKKUR,3,0,0,0
KERALA,KASARAGODE,KANHANGAD,2,0,0,90
KERALA,KASARAGODE,KANJANGAD,4,33,67,125
KERALA,KASARAGODE,KASARAGODE,2,0,90,0
KERALA,KASARAGODE,KASARAGODE,13,11,69,176
KERALA,KASARAGODE,MANJESWARAM,23,7,105,2
KERALA,KASARAGODE,NEELESWARAM,6,0,0,2350
KERALA,KOLLAM,ANCHALUMMOODU,1,0,0,25
KERALA,KOLLAM,CHAVARA,4,0,0,42
KERALA,KOLLAM,CHITTUMALA,1,0,0,35
KERALA,KOLLAM,KARUNAGAPPALLY,33,0,0,105
KERALA,KOLLAM,KOLLAM,1,0,0,30
KERALA,KOLLAM,KOTTARAKKARA,1,0,0,250
KERALA,KOLLAM,OCHIRA,26,0,0,121
KERALA,KOTTAYAM,ERATTUPETTAH,2,0,130,215
KERALA,KOTTAYAM,KADUTHURUTHY,2,0,0,0
KERALA,KOTTAYAM,LALAM,1,0,0,75
KERALA,KOTTAYAM,PALLAM,2,0,0,88
KERALA,KOTTAYAM,UZHVOOR,1,0,0,800
KERALA,KOTTAYAM,VAIKOM,6,0,0,0
KERALA,KOZHIKODE,KUNNAMANGALAM,1,0,0,200
KERALA,MALAPPURAM,ANDATHODU,51,0,0,0
KERALA,MALAPPURAM,MALAPPURAM,2,1,250,0
KERALA,MALAPPURAM,MANKADA,5,0,0,0
KERALA,MALAPPURAM,NILAMBOOR,4,0,438,170
KERALA,MALAPPURAM,PERUNTHALMANNA,2,0,0,0
KERALA,MALAPPURAM,PONNANI,30,0,80,23
KERALA,MALAPPURAM,THIROOR,90,7,73,0
KERALA,PALAKKAD,ALATHUR,66,2,17,49
KERALA,PALAKKAD,CHITTUR,24,0,7,99
KERALA,PALAKKAD,CHITTUR THATHAMANGAL,1,0,50,0
KERALA,PALAKKAD,KOLLENGODE,32,0,30,16
KERALA,PALAKKAD,MALAMPUZHA,32,11,37,41
KERALA,PALAKKAD,MANNARKKAD,2,0,75,100
KERALA,PALAKKAD,NEMMARA,27,0,102,0
KERALA,PALAKKAD,SREEKRISHNAPURAM,1,0,15,0
KERALA,PALAKKAD,THRITHALA,4,0,81,0
KERALA,PATHANAMTHITTA,ELALTHUR,5,0,0,0
KERALA,PATHANAMTHITTA,KOIPURAM,4,0,0,0
KERALA,PATHANAMTHITTA,KONNI,8,0,0,49
KERALA,PATHANAMTHITTA,RANNI,27,0,0,0
KERALA,THIRUVANANTHAPURAM,ATHIYANNOR,4,87,69,0
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,132,0,29,52
KERALA,THIRUVANANTHAPURAM,NEMOM,7,3214,3471,0
KERALA,THIRUVANANTHAPURAM,PARASSALLA,1,0,0,150
KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,45,26,9,10
KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM-R,2,0,0,15
KERALA,THIRUVANANTHAPURAM,VARKALA,2,0,0,45
KERALA,THRISSUR,ANTHIKKAD,5,0,25,70
KERALA,THRISSUR,CHAVAKKAD,264,1,22,134
KERALA,THRISSUR,CHAWAKKAD,318,0,2,147
KERALA,THRISSUR,CHOWANNUR,2,0,200,0
KERALA,THRISSUR,IRINGALAKKUDA,2,0,400,50
KERALA,THRISSUR,IRRINJALAKUDA,3,0,850,8
KERALA,THRISSUR,KODUNGALLOOR,55,0,10,30
KERALA,THRISSUR,MALA,9,0,198,0
KERALA,THRISSUR,MATHILAKAM,90,0,49,52
KERALA,THRISSUR,PAZHAYANNUR,35,155,185,0
KERALA,THRISSUR,PUZHAKKAL,6,0,158,0
KERALA,THRISSUR,THALIKUALAM,218,0,28,127
KERALA,THRISSUR,VILLANGALLUR,1,0,110,60
MADHYA PRADESH,BALAGHAT,BAIHAR,4,0,0,0
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,57,0,0,0
MADHYA PRADESH,BALAGHAT,KIRNAPUR,1,0,0,0
MADHYA PRADESH,BALAGHAT,LALBARRA,1,0,100,0
MADHYA PRADESH,BALAGHAT,LANJI,2,0,0,0
MADHYA PRADESH,BALAGHAT,PARASWADA,12,0,0,50
MADHYA PRADESH,BASTAR,BAKAWAND,1,10,20,0
MADHYA PRADESH,BASTAR,BASTAR,16,0,130,0
MADHYA PRADESH,BASTAR,KANKER,14,0,34,0
MADHYA PRADESH,BASTAR,KONTA,2,0,50,0
MADHYA PRADESH,BETUL,AAMLA,179,0,97,0
MADHYA PRADESH,BETUL,AATHNER,5,8,120,0
MADHYA PRADESH,BETUL,BETUL,329,1,56,0
MADHYA PRADESH,BETUL,CHICHOLI,10,0,18,5
MADHYA PRADESH,BETUL,GHODADONGRI,2,0,150,0
MADHYA PRADESH,BETUL,MULTAI,19,0,28,3
MADHYA PRADESH,BETUL,PRABHATPATTANAM,28,0,38,0
MADHYA PRADESH,BHIND,ATER,18,15,158,1
MADHYA PRADESH,BHIND,BHIND,133,1,191,0
MADHYA PRADESH,BHIND,GOHAD,25,0,107,0
MADHYA PRADESH,BHIND,LAHAR,111,0,218,0
MADHYA PRADESH,BHIND,MEHGAON,166,10,186,0
MADHYA PRADESH,BHIND,MITONA (RAUN),12,0,85,0
MADHYA PRADESH,BHOPAL,BERASIYA,46,0,3,55
MADHYA PRADESH,BHOPAL,PHANDA,2906,2,44,32
MADHYA PRADESH,BILASPUR,BILHA,124,0,18,0
MADHYA PRADESH,BILASPUR,DABHARA,384,0,9,1
MADHYA PRADESH,BILASPUR,GORELLA-1,43,0,0,9
MADHYA PRADESH,BILASPUR,JALJAIPUR,9,0,87,0
MADHYA PRADESH,BILASPUR,KORBA,1,0,50,0
MADHYA PRADESH,BILASPUR,LORMI,19,0,8,0
MADHYA PRADESH,BILASPUR,MALKHARAUDA,159,0,12,0
MADHYA PRADESH,BILASPUR,MASTURI,12,0,19,0
MADHYA PRADESH,BILASPUR,MUNGELI,97,0,30,0
MADHYA PRADESH,BILASPUR,NAWAGARH,19,0,72,0
MADHYA PRADESH,BILASPUR,PAMGARH,1,0,200,0
MADHYA PRADESH,BILASPUR,PANDARIYA,345,1,54,0
MADHYA PRADESH,BILASPUR,PATHARIYA,65,2,28,0
MADHYA PRADESH,BILASPUR,PONDI-APRORA,244,0,0,0
MADHYA PRADESH,BILASPUR,SAKTI,30,0,50,0
MADHYA PRADESH,BILASPUR,TAKHATPUR,288,2,34,1
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,3,0,182,0
MADHYA PRADESH,CHHATARPUR,GAURIHAR,1,0,60,0
MADHYA PRADESH,CHHATARPUR,LAUNDI,4,0,18,0
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,274,0,18,0
MADHYA PRADESH,CHHINDWARA,AMARWADA,118,0,38,0
MADHYA PRADESH,CHHINDWARA,CHAURAI,128,0,38,96
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,4,0,0,0
MADHYA PRADESH,CHHINDWARA,HARRAI,1,0,7,0
MADHYA PRADESH,CHHINDWARA,JAMAIE,41,0,30,0
MADHYA PRADESH,CHHINDWARA,MOHKHED,77,0,8,83
MADHYA PRADESH,CHHINDWARA,PANDHURNA,16,0,45,48
MADHYA PRADESH,CHHINDWARA,PARASIYA,150,1,29,7
MADHYA PRADESH,CHHINDWARA,SAUNSAR,20,0,10,0
MADHYA PRADESH,CHHINDWARA,TAMIYA,31,88,0,0
MADHYA PRADESH,DAMOH,DAMOH,161,0,26,32
MADHYA PRADESH,DAMOH,HATA,256,0,31,130
MADHYA PRADESH,DAMOH,JABERA,134,2,52,44
MADHYA PRADESH,DAMOH,PATERA,173,0,21,101
MADHYA PRADESH,DAMOH,PATHARIYA,1029,3,84,41
MADHYA PRADESH,DAMOH,PATIYAGARH,950,2,42,100
MADHYA PRADESH,DAMOH,TENDUKHEDA,7,0,13,56
MADHYA PRADESH,DEWAS,BAGALI,710,3,23,22
MADHYA PRADESH,DEWAS,DEWAS,2381,12,29,36
MADHYA PRADESH,DEWAS,KANNAUD,114,19,43,11
MADHYA PRADESH,DEWAS,KHATEGAON,782,0,50,8
MADHYA PRADESH,DEWAS,SONKACHH,1678,1,17,55
MADHYA PRADESH,DEWAS,TONK KHURD,897,0,31,1
MADHYA PRADESH,DHAR,BADNAWAR,4288,1,59,43
MADHYA PRADESH,DHAR,BAKANER,16,0,24,2
MADHYA PRADESH,DHAR,DHAR,4566,0,33,58
MADHYA PRADESH,DHAR,DHARAMPURI,26,167,208,167
MADHYA PRADESH,DHAR,GANDHWANI,89,0,18,0
MADHYA PRADESH,DHAR,KUKSHI,14,0,0,127
MADHYA PRADESH,DHAR,MANAWAR,10,0,26,0
MADHYA PRADESH,DHAR,NALCHHA,2848,0,37,55
MADHYA PRADESH,DHAR,NISARPUR,381,2,35,50
MADHYA PRADESH,DHAR,SARDARPUR,1272,2,34,24
MADHYA PRADESH,DHAR,TIRLA,1286,0,45,125
MADHYA PRADESH,DURG,BALOD,561,1,23,0
MADHYA PRADESH,DURG,BEMETARA,272,1,34,0
MADHYA PRADESH,DURG,BERLA,348,0,30,0
MADHYA PRADESH,DURG,DHAMDA,434,2,81,0
MADHYA PRADESH,DURG,DONDI,3,0,102,0
MADHYA PRADESH,DURG,DONDILOHARA,175,38,58,3
MADHYA PRADESH,DURG,DURG,279,5,27,3
MADHYA PRADESH,DURG,GUNDARDEHI,389,4,35,1
MADHYA PRADESH,DURG,GURUR,1613,0,10,0
MADHYA PRADESH,DURG,NAWAGARH,176,1,44,2
MADHYA PRADESH,DURG,PATAN,814,1,40,2
MADHYA PRADESH,DURG,SAJA,465,1,36,0
MADHYA PRADESH,GUNA,ARON,142,0,49,82
MADHYA PRADESH,GUNA,ASHOKNAGAR,365,0,13,0
MADHYA PRADESH,GUNA,BAGHOGARH,17,0,81,0
MADHYA PRADESH,GUNA,BAMORI,770,0,58,7
MADHYA PRADESH,GUNA,CHANDERI,5,0,54,0
MADHYA PRADESH,GUNA,GUNA,154,0,18,15
MADHYA PRADESH,GUNA,ISAGARH,366,12,17,1
MADHYA PRADESH,GUNA,MUNGAOLI,121,0,57,70
MADHYA PRADESH,GWALIOR,BHANDER,15,0,115,0
MADHYA PRADESH,GWALIOR,BHITARWAR,147,0,31,0
MADHYA PRADESH,GWALIOR,DABRA,329,0,64,0
