-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
PONDICHERRY,KARAIKAL,THIRUNALLAR,7611,0,0,0,1,7612
PONDICHERRY,KARAIKAL,TRPATTINAM,1202,0,1,0,2,1205
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,1,0,0,0,0,1
PONDICHERRY,PONDICHERRY,BAHOUR,2739,0,1,0,2,2742
PONDICHERRY,PONDICHERRY,MANNADIPET,5,0,0,0,0,5
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,8,0,0,3,0,11
PONDICHERRY,PONDICHERRY,VILLIANUR,3,0,0,0,0,3
PONDICHERRY,YANAM,YANAM,587,0,0,0,2,589
PUNJAB,GURDASPUR,DHARKALAN,12,0,0,0,0,12
PUNJAB,GURDASPUR,PATHANKOT,13,0,0,0,0,13
PUNJAB,HOSHIARPUR,BHUNGA,12,0,0,0,0,12
PUNJAB,HOSHIARPUR,TALWARA,28,0,0,0,0,28
PUNJAB,MOGA,NIHAL SINGH WALA,17,3,0,0,0,20
PUNJAB,PATIALA,PATRAN,34,0,0,0,0,34
PUNJAB,ROPAR,ANANDPUR SAHIB,14,1047,1,3,0,1065
PUNJAB,ROPAR,KHARAR,0,444,0,0,80,524
PUNJAB,ROPAR,ROPAR,3,228,0,0,32,263
RAJASTHAN,AJMER,BEAWAR,0,11,0,2,0,13
RAJASTHAN,AJMER,BHINAI,0,93,2,3,0,98
RAJASTHAN,AJMER,KEKRI,1,56,0,1,4,62
RAJASTHAN,AJMER,KISHANGARH,0,92,1,1,38,132
RAJASTHAN,AJMER,MASUDA,0,7,0,0,0,7
RAJASTHAN,AJMER,NASIRABAD,1,7,0,1,0,9
RAJASTHAN,AJMER,PISAGAON,4,0,0,0,0,4
RAJASTHAN,AJMER,SARWAD,0,88,0,4,0,92
RAJASTHAN,ALWAR,ALWAR,0,4,0,0,0,4
RAJASTHAN,ALWAR,THANAGAZI,0,0,0,0,0,0
RAJASTHAN,BANSWARA,BAGIDORA,4,10,0,0,0,14
RAJASTHAN,BANSWARA,BANSWARA,20,15,0,0,0,35
RAJASTHAN,BANSWARA,GADHI,1,15,0,0,0,16
RAJASTHAN,BANSWARA,GHATOL,6,3,0,0,0,9
RAJASTHAN,BANSWARA,KUSHALGARH,19,3,0,2,10,34
RAJASTHAN,BARAN,ATRU,22,4,0,0,34,60
RAJASTHAN,BARAN,BARAN,2,12,0,0,0,14
RAJASTHAN,BARAN,KISHANGANJ,10,5,0,1,0,16
RAJASTHAN,BARAN,SHAHABAD,19,2,0,0,1,22
RAJASTHAN,BHARATPUR,BAYANA,1,0,0,0,0,1
RAJASTHAN,BHARATPUR,KAMAN,2,0,0,0,0,2
RAJASTHAN,BHARATPUR,ROOPBAS,1,0,0,0,0,1
RAJASTHAN,BHILWARA,ASIND,0,8,0,0,0,8
RAJASTHAN,BHILWARA,BANEDA,0,26,0,1,0,27
RAJASTHAN,BHILWARA,BHILWARA,1,2,0,6,1,10
RAJASTHAN,BHILWARA,BIJOLIYA,0,1,0,2,0,3
RAJASTHAN,BHILWARA,HURDA,0,6,0,0,0,6
RAJASTHAN,BHILWARA,JAHAJPUR,12,24,0,9,3,48
RAJASTHAN,BHILWARA,KOTADI,1,0,0,27,0,28
RAJASTHAN,BHILWARA,MANDAL,5,32,1,4,8,50
RAJASTHAN,BHILWARA,MANDALGARH,5,3,2,1,1,12
RAJASTHAN,BHILWARA,RAIPUR,0,3,0,1,0,4
RAJASTHAN,BHILWARA,SAHADA,27,9,0,2,0,38
RAJASTHAN,BHILWARA,SHAHPURA,4,19,1,3,0,27
RAJASTHAN,BUNDI,BUNDI,10,2,0,0,52,64
RAJASTHAN,BUNDI,HINDOLI,0,2,0,0,0,2
RAJASTHAN,BUNDI,NAINWA,1,14,0,1,0,16
RAJASTHAN,CHITTORGARH,BENGU,1,4,0,0,1,6
RAJASTHAN,CHITTORGARH,CHITTORGARH,4,0,0,0,1,5
RAJASTHAN,CHITTORGARH,GANGARAR,0,3,1,0,0,4
RAJASTHAN,CHITTORGARH,KAPASAN,26,1,0,2,0,29
RAJASTHAN,CHITTORGARH,NIMBAHERA,2,0,0,0,0,2
RAJASTHAN,CHITTORGARH,RAWATBHATA,14,7,0,2,4,27
RAJASTHAN,DAUSA,DAUSA,0,0,0,2,0,2
RAJASTHAN,DAUSA,LALSOT,0,1,0,0,0,1
RAJASTHAN,DHOLPUR,BARI,5,6,0,7,6,24
RAJASTHAN,DHOLPUR,BASERI,8,1,1,1,0,11
RAJASTHAN,DHOLPUR,DHOLPUR,17,1,0,0,0,18
RAJASTHAN,DUNGARPUR,ASPUR,0,0,0,0,0,0
RAJASTHAN,DUNGARPUR,DUNGARPUR,0,2,0,0,0,2
RAJASTHAN,DUNGARPUR,SAGWARA,6,3,0,0,0,9
RAJASTHAN,DUNGARPUR,SIMALWARA,1,1,0,3,0,5
RAJASTHAN,JAIPUR,CHAKSU,0,0,0,0,0,0
RAJASTHAN,JAIPUR,JAIPUR,1,0,0,0,0,1
RAJASTHAN,JAIPUR,PHAGI,0,1,0,0,0,1
RAJASTHAN,JAIPUR,SANGANER,4,0,0,0,0,4
RAJASTHAN,JAISALMER,JAISALMER,1,0,0,0,0,1
RAJASTHAN,JALORE,AHORE,10,0,0,0,0,10
RAJASTHAN,JHALAWAR,AKLERA,7,1,0,0,13,21
RAJASTHAN,JHALAWAR,JHALARA PATAN,1,1,5,2,2,11
RAJASTHAN,JHALAWAR,KHANPUR,5,0,0,0,0,5
RAJASTHAN,JHUNJHUNU,NAWALGARH,0,0,0,0,4,4
RAJASTHAN,KAROLI,KAROLI,1,0,0,0,0,1
RAJASTHAN,KAROLI,MANDRAYAL,3,0,0,0,0,3
RAJASTHAN,KAROLI,NADOTI,2,10,0,0,21,33
RAJASTHAN,KAROLI,SAPOTRA,5,0,0,0,0,5
RAJASTHAN,KAROLI,TODA BHIM,0,0,0,0,0,0
RAJASTHAN,KOTA,DIGOD,1,0,0,0,1,2
RAJASTHAN,KOTA,LADPURA,15,7,1,0,4,27
RAJASTHAN,KOTA,PIPALLDA,1,0,0,0,0,1
RAJASTHAN,KOTA,RAMGANJMANDI,0,0,0,0,1,1
RAJASTHAN,NAGAUR,DEGANA,0,0,0,0,0,0
RAJASTHAN,NAGAUR,NAGAUR,2,0,0,0,0,2
RAJASTHAN,PALI,BALI,0,4,0,2,0,6
RAJASTHAN,PALI,DESURI,0,0,0,0,0,0
RAJASTHAN,PALI,JAITARAN,0,1,0,0,0,1
RAJASTHAN,PALI,MARWAR JUNCTION,2,0,0,0,0,2
RAJASTHAN,PALI,PALI,0,0,0,0,0,0
RAJASTHAN,PALI,RAIPUR,1,2,0,1,4,8
RAJASTHAN,PALI,SOJAT,0,6,0,0,0,6
RAJASTHAN,PALI,SUMERPUR,2,0,0,0,0,2
RAJASTHAN,RAJSAMAND,AMET,0,0,0,0,0,0
RAJASTHAN,RAJSAMAND,BHIM,0,9,0,0,0,9
RAJASTHAN,RAJSAMAND,DEVGARH,0,0,0,0,1,1
RAJASTHAN,RAJSAMAND,KUMBHALGARH,0,9,0,0,0,9
RAJASTHAN,RAJSAMAND,NATHDWARA,0,0,0,2,0,2
RAJASTHAN,RAJSAMAND,RAILMAGRA,0,1,0,0,0,1
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,5,13,0,0,0,18
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,27,0,0,0,3,30
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,3,0,0,0,0,3
RAJASTHAN,SIROHI,ABUROAD,0,5,0,3,1,9
RAJASTHAN,SIROHI,PINDWARA,0,1,0,0,0,1
RAJASTHAN,SIROHI,REVDAR,0,0,0,0,0,0
RAJASTHAN,SIROHI,SHIVGANJ,0,5,0,2,0,7
RAJASTHAN,TONK,DEOLI,11,5,0,1,1,18
RAJASTHAN,TONK,MALPURA,50,18,0,12,0,80
RAJASTHAN,TONK,NIWAI,1,0,0,0,0,1
RAJASTHAN,TONK,PEEPLU,3,0,0,0,0,3
RAJASTHAN,TONK,TODARAI SINGH,0,13,0,2,5,20
RAJASTHAN,TONK,TONK,2,3,0,0,0,5
RAJASTHAN,TONK,UNIYARA,19,0,0,0,0,19
RAJASTHAN,UDAIPUR,DHARIYAVAD,0,0,0,15,0,15
RAJASTHAN,UDAIPUR,GIRWA,0,4,0,0,0,4
RAJASTHAN,UDAIPUR,GOGUNDA,0,0,0,1,0,1
RAJASTHAN,UDAIPUR,JHADOL,1,3,0,3,0,7
RAJASTHAN,UDAIPUR,KHERWADA,11,19,0,3,10,43
RAJASTHAN,UDAIPUR,KOTRA,0,0,0,1,0,1
RAJASTHAN,UDAIPUR,MAWLI,0,1,0,0,0,1
RAJASTHAN,UDAIPUR,SALUMBER,0,2,6,0,0,8
SIKKIM,EAST,AHO-YANGTAM,0,0,0,6,4,10
SIKKIM,EAST,AMBA,0,0,0,1,0,1
SIKKIM,EAST,ARITAR,0,0,0,7,9,16
SIKKIM,EAST,ASSAM-LINGZEY,0,0,0,7,4,11
SIKKIM,EAST,BYANG-PHENGYONG,0,0,0,4,0,4
SIKKIM,EAST,CENTRAL PENDAM,0,0,0,3,0,3
SIKKIM,EAST,CHANGE SENTI,0,0,0,2,1,3
SIKKIM,EAST,CHUJACHEN,0,0,0,1,0,1
SIKKIM,EAST,DHOLEPCHEN,0,0,0,3,2,5
SIKKIM,EAST,EAST PENDAM,0,0,0,8,0,8
SIKKIM,EAST,KHAMDONG,0,0,1,1,1,3
SIKKIM,EAST,LATUK-CHOCHENPEHRI,0,0,0,0,1,1
SIKKIM,EAST,LINGDOK-PENLONG,0,0,3,9,9,21
SIKKIM,EAST,LINGTAM PHADAMCHEN,0,0,0,1,0,1
SIKKIM,EAST,LINKEY-TARETHANG,0,0,0,7,1,8
SIKKIM,EAST,MARTAM-NAZITAM,0,0,0,42,0,42
SIKKIM,EAST,NAMCHEY BUNG,0,0,0,10,0,10
SIKKIM,EAST,PACHEYKHANI,0,0,0,10,0,10
SIKKIM,EAST,PAKYONG,0,0,0,7,0,7
SIKKIM,EAST,PREMLAKHA SUBANEDARA,0,0,0,1,0,1
SIKKIM,EAST,RAKDONG,0,0,2,3,0,5
SIKKIM,EAST,RANKA-BARBING,0,0,0,52,0,52
SIKKIM,EAST,RAWATER-RUMTEK,0,0,0,25,1,26
SIKKIM,EAST,REY-MENDU,0,0,0,15,0,15
SIKKIM,EAST,RHEGOH,0,0,0,1,0,1
SIKKIM,EAST,RHENAK-TARPIN,0,0,0,1,6,7
SIKKIM,EAST,RIWA-PARKHA,0,0,0,5,3,8
SIKKIM,EAST,ROLEP-LAMATEN,0,0,0,2,0,2
SIKKIM,EAST,SAMDUR,0,0,0,5,3,8
SIKKIM,EAST,SAMLIK-MARCHAK,0,0,0,19,0,19
SIKKIM,EAST,SICHEYGAON,0,0,0,13,1,14
SIKKIM,EAST,SIMIK-LINGZEY,0,0,0,1,1,2
SIKKIM,EAST,SUMEN-LINGZEY,0,0,0,5,0,5
SIKKIM,EAST,SUNDUNGLAKHA,0,0,0,2,1,3
SIKKIM,EAST,TAZA,0,0,0,5,2,7
SIKKIM,EAST,THATHANGCHEN,0,0,0,11,4,15
SIKKIM,EAST,TUMEN KAMBAL,0,0,2,4,6,12
SIKKIM,EAST,WEST PENDAM,0,0,0,14,0,14
SIKKIM,NORTH,BARFOK-LINGDONG,0,0,0,5,0,5
SIKKIM,NORTH,HEE-GYATHANG,0,0,0,3,0,3
SIKKIM,NORTH,KABI-TINGDA,0,0,0,7,0,7
SIKKIM,NORTH,LACHUNG,0,0,0,2,0,2
SIKKIM,NORTH,LINGTHEM-LINGDEM,0,0,0,2,0,2
SIKKIM,NORTH,LUM-GOR-SANGTOK,0,0,0,7,0,7
SIKKIM,NORTH,MEN RONGONG,0,0,0,3,0,3
SIKKIM,NORTH,NAMOK-SHEYAM,0,0,0,11,0,11
SIKKIM,NORTH,PHENSONG,0,0,0,3,0,3
SIKKIM,NORTH,RAMTHANG-TANGYEK,0,0,0,3,0,3
SIKKIM,NORTH,RINGHIM-NAMPATAM,0,0,0,7,0,7
SIKKIM,NORTH,RONGONG-TUMLANG,0,0,0,9,0,9
SIKKIM,NORTH,SAKYONG-PENTUNG,0,0,0,2,0,2
SIKKIM,NORTH,SHIP-GER,0,0,0,0,0,0
SIKKIM,NORTH,TINGBONG,0,0,0,0,0,0
SIKKIM,NORTH,TINGCHIM-MANGSHILA,0,0,0,10,1,11
SIKKIM,NORTH,TSUNGTHANG,0,0,0,1,0,1
SIKKIM,NORTH,TUNG-NAGA,0,0,0,4,0,4
SIKKIM,SOUTH,BARFUNG-ZURUNG,0,0,0,1,4,5
SIKKIM,SOUTH,BARNYAK-TOKAL,0,0,0,3,0,3
SIKKIM,SOUTH,BEN-NAMPHRIK,0,0,0,5,0,5
SIKKIM,SOUTH,BRONG-PHAMTHANG,0,0,0,0,6,6
SIKKIM,SOUTH,KEWZING-BAKKHIM,0,0,0,2,5,7
SIKKIM,SOUTH,LAMTING-TINGMO,0,0,0,1,9,10
SIKKIM,SOUTH,LIKSHIP,0,0,0,0,1,1
SIKKIM,SOUTH,LINGI PAIYONG,0,0,0,1,18,19
SIKKIM,SOUTH,LINGMO-KOLTHANG,0,0,0,0,26,26
SIKKIM,SOUTH,LONGCHOK-KAMAREY,0,0,0,0,1,1
SIKKIM,SOUTH,MAMLEY-KAMRANG,0,0,0,6,5,11
SIKKIM,SOUTH,MANIRAM-PHALIDARA,0,0,0,1,0,1
SIKKIM,SOUTH,MELLIDARA-PAIYONG,0,0,0,5,0,5
SIKKIM,SOUTH,MIKKHOLA-KITAM,0,0,0,1,1,2
SIKKIM,SOUTH,NAGI-MANEYDARA,0,0,0,8,1,9
SIKKIM,SOUTH,NAMPHING,0,0,0,10,1,11
SIKKIM,SOUTH,PARBING-CHUBA,0,0,0,5,0,5
SIKKIM,SOUTH,POKLOK-DENCHUNG,0,0,0,7,0,7
SIKKIM,SOUTH,RABONG-SANGMO,0,0,0,1,0,1
SIKKIM,SOUTH,RALONG-NAMLUNG,0,0,0,2,4,6
SIKKIM,SOUTH,RATEYPANI,0,0,0,9,1,10
SIKKIM,SOUTH,RONGBUL,0,0,0,5,0,5
SIKKIM,SOUTH,SADAM SUKRABREY,0,0,0,9,0,9
SIKKIM,SOUTH,SALGHARI,0,0,0,8,0,8
SIKKIM,SOUTH,SANGHANATH,0,0,0,0,2,2
SIKKIM,SOUTH,SINGHTHANG,0,0,0,2,0,2
SIKKIM,SOUTH,SOROK-SHYAMPANI,0,0,0,1,0,1
SIKKIM,SOUTH,SRIPATAM-NEH BRUM,0,0,0,4,24,28
SIKKIM,SOUTH,SUMBUK-KARTICHEY,0,0,0,6,0,6
SIKKIM,SOUTH,TEMI-TARKU,0,0,0,8,1,9
SIKKIM,SOUTH,TINGKITAM-RAYONG,0,0,0,0,1,1
SIKKIM,SOUTH,TURUK-RAMABUNG,0,0,0,4,1,5
SIKKIM,SOUTH,TURUNG-PAMPHOK,0,0,0,10,0,10
SIKKIM,SOUTH,WAK-OMCHU,0,0,0,1,2,3
SIKKIM,SOUTH,YANGANG-RANGANG,0,0,0,0,9,9
SIKKIM,WEST,ARITHANG CHONGRANG,0,0,0,1,4,5
SIKKIM,WEST,BANGTEN-KARMATAR,0,0,0,1,5,6
SIKKIM,WEST,BARNYAK-MARTAM,0,0,0,3,0,3
SIKKIM,WEST,CHAKUNG,0,0,0,2,0,2
SIKKIM,WEST,CHINTHANG,0,0,0,2,3,5
SIKKIM,WEST,CHUMBONG,0,0,0,3,0,3
SIKKIM,WEST,DARAP,0,0,0,2,4,6
SIKKIM,WEST,DENTAM,0,0,0,2,14,16
SIKKIM,WEST,DEYTHANG,0,0,0,2,1,3
SIKKIM,WEST,DODAK BURIKHOP,0,0,0,0,2,2
SIKKIM,WEST,GERETHANG,0,0,0,1,4,5
SIKKIM,WEST,GYALSHING-UMCHUNG,0,0,0,1,8,9
SIKKIM,WEST,HEE,0,0,0,4,8,12
SIKKIM,WEST,KARCHI MANGNAM,0,0,0,0,3,3
SIKKIM,WEST,KHANISHRBUNG-SAMDONG,0,0,0,1,4,5
SIKKIM,WEST,KONGRI LABDANG,0,0,0,0,2,2
SIKKIM,WEST,LINGCHOM-TIKJYA,0,0,0,4,4,8
SIKKIM,WEST,LONGCHOK-SALYANGDANG,0,0,0,0,5,5
SIKKIM,WEST,LOWER-FAMBONG,0,0,0,9,5,14
SIKKIM,WEST,MALBASEY,0,0,0,0,11,11
SIKKIM,WEST,MANEYBUNG-SOPAKHA,0,0,0,1,0,1
SIKKIM,WEST,MELLI,0,0,0,0,4,4
SIKKIM,WEST,RUMBUK,0,0,0,2,8,10
SIKKIM,WEST,SAMDONG,0,0,0,2,3,5
SIKKIM,WEST,SAMSING-GELING,0,0,0,0,2,2
SIKKIM,WEST,SANGDORJI-RINCHNPONG,0,0,0,1,8,9
SIKKIM,WEST,SANGKHU-RADUKHANDU,0,0,0,0,6,6
SIKKIM,WEST,SARDONG-LUNGZIK,0,0,0,0,3,3
SIKKIM,WEST,SIKTAM-TIKPUR,0,0,0,0,2,2
SIKKIM,WEST,SINGLING,0,0,0,0,0,0
SIKKIM,WEST,SINGYANG-CHONGRUNG,0,0,0,0,4,4
SIKKIM,WEST,SORENG,0,0,0,1,7,8
SIKKIM,WEST,TASHIDING,0,0,0,1,2,3
SIKKIM,WEST,THINGLE-KHACHODPALRI,0,0,0,0,0,0
SIKKIM,WEST,TIMBURBONG,0,0,0,2,3,5
SIKKIM,WEST,UPPER-FAMBONG,0,0,0,0,9,9
SIKKIM,WEST,YANGTEN,0,0,0,2,16,18
SIKKIM,WEST,YANGTHANG-KYONGSA,0,0,0,0,12,12
SIKKIM,WEST,YUKSAM,0,0,0,4,1,5
SIKKIM,WEST,ZOOM,0,0,0,1,0,1
TAMIL NADU,COIMBATORE,ANNUR,0,0,0,10,0,10
TAMIL NADU,COIMBATORE,KUDIMANGALAM,0,0,0,0,0,0
TAMIL NADU,COIMBATORE,METTUPALAYAM,105,0,18,26,54,203
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,0,40,0,0,0,40
TAMIL NADU,COIMBATORE,THONDAMUTHUR,0,0,0,37,0,37
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,0,0,2,2,10,14
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,0,2,1,54,57
TAMIL NADU,CUDDALORE,KURINJIPADY,0,1,0,0,577,578
TAMIL NADU,CUDDALORE,MANGALORE,0,0,0,0,5,5
TAMIL NADU,CUDDALORE,NALLUR,0,1,0,1,67,69
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,0,0,0,2,2
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,0,5,2,60,67
TAMIL NADU,DHARMAPURI,BARUGUR,0,0,0,0,84,84
TAMIL NADU,DHARMAPURI,HARUR,0,6,0,0,9,15
TAMIL NADU,DHARMAPURI,HOSUR,3,22,0,0,710,735
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,0,0,0,0,27,27
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),0,32,13,6,64,115
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,1,0,0,0,10,11
TAMIL NADU,DHARMAPURI,MATHUR,0,0,0,0,28,28
TAMIL NADU,DHARMAPURI,MORAPPUR,0,12,0,0,17,29
TAMIL NADU,DHARMAPURI,NALLAMPALLI,0,0,0,0,0,0
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,0,0,0,1,5,6
TAMIL NADU,DHARMAPURI,PENNAGARAM,0,11,0,0,0,11
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,2,110,33,45,534,724
TAMIL NADU,DHARMAPURI,THALLY,0,45,15,2,75,137
TAMIL NADU,DHARMAPURI,UTHANGARAI,0,5,0,1,0,6
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,0,11,0,1,388,400
TAMIL NADU,DINDIGUL,ATHOOR,0,96,1,141,7,245
TAMIL NADU,DINDIGUL,BATLAGUNDU,0,0,0,1,0,1
TAMIL NADU,DINDIGUL,DINDIGUL,0,23,0,15,3,41
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,0,9,0,0,0,9
TAMIL NADU,DINDIGUL,NATHAM,0,0,0,42,0,42
TAMIL NADU,DINDIGUL,NILAKOTTAI,0,2,0,4,2,8
TAMIL NADU,DINDIGUL,ODDANCHATRAM,0,531,1,0,1,533
TAMIL NADU,DINDIGUL,PALANI,0,702,0,50,23,775
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,0,0,0,0,1,1
TAMIL NADU,DINDIGUL,SHANARPATTI,0,20,1,0,0,21
TAMIL NADU,DINDIGUL,THOPPAMPATTI,0,226,0,8,0,234
TAMIL NADU,DINDIGUL,VADAMADURAI,0,2,0,4,0,6
TAMIL NADU,DINDIGUL,VEDASANDUR,0,11,0,0,0,11
TAMIL NADU,ERODE,AMMAPETTAI,8,0,0,0,0,8
TAMIL NADU,ERODE,ANTHIYUR,40,39,0,0,0,79
TAMIL NADU,ERODE,BHAVANI,11,0,0,0,15,26
TAMIL NADU,ERODE,CHENNIMALAI,0,0,0,0,0,0
TAMIL NADU,ERODE,DHARAPURAM,0,0,0,114,0,114
TAMIL NADU,ERODE,ERODE,0,0,0,0,0,0
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,41,0,0,0,0,41
TAMIL NADU,ERODE,KODUMUDI,68,1,0,0,8,77
TAMIL NADU,ERODE,MODAKURICHI,0,0,0,0,0,0
TAMIL NADU,ERODE,NAMBIYUR,6,0,0,0,0,6
TAMIL NADU,ERODE,PERUNTHURAI,29,0,0,27,2,58
TAMIL NADU,ERODE,SATHYAMANGALAM,186,0,0,0,0,186
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,0,4,0,0,0,4
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,30,19,31,1,3,84
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,120,8,5,0,2,135
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,11,1,0,0,1,13
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,34,3,0,0,8,45
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,6,14,3,3,12,38
TAMIL NADU,KANCHEEPURAM,LATHORE,18,3,1,0,1,23
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,68,10,18,1,0,97
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,68,14,273,5,20,380
TAMIL NADU,KANCHEEPURAM,TAMBARAM,0,148,0,0,12,160
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,37,3,0,1,0,41
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,147,0,0,0,0,147
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,75,75,1,1,16,168
TAMIL NADU,KANCHEEPURAM,WALAJABAD,3,4,0,0,0,7
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,231,0,0,0,4,235
TAMIL NADU,KANYAKUMARI,KILLIYOOR,426,0,16,0,0,442
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,364,1,57,0,0,422
TAMIL NADU,KANYAKUMARI,MELPURAM,409,0,12,0,53,474
TAMIL NADU,KANYAKUMARI,MUNCHIRAI,222,0,7,0,3,232
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,99,0,0,0,0,99
TAMIL NADU,KANYAKUMARI,THIRUVATTAR,151,8,138,4,5,306
TAMIL NADU,KANYAKUMARI,THOVALAI,483,57,1,0,1,542
TAMIL NADU,KANYAKUMARI,THUCKALAY,517,0,0,0,0,517
TAMIL NADU,KARUR,ARAVAKURICHI,1,0,0,27,7,35
TAMIL NADU,KARUR,K.PARAMATHI,0,0,0,132,43,175
TAMIL NADU,KARUR,KADAVUR,0,6,1,213,3,223
TAMIL NADU,KARUR,KARUR,0,0,0,38,0,38
TAMIL NADU,KARUR,KRISHNARAYAPURAM,0,1,2,128,108,239
TAMIL NADU,KARUR,KULITHALAI,0,0,0,9,6,15
TAMIL NADU,KARUR,THANTHONI,0,0,18,62,130,210
TAMIL NADU,KARUR,THOGAMALAI,0,0,0,3,3,6
TAMIL NADU,MADURAI,ALANGANALLUR,0,0,0,0,4,4
TAMIL NADU,MADURAI,CHELLAMPATTI,0,5,0,166,22,193
TAMIL NADU,MADURAI,KALLIKUDI,1,0,0,54,3,58
TAMIL NADU,MADURAI,KALLUPATTI(T),0,0,0,19,10,29
TAMIL NADU,MADURAI,KOTTAMPATTI,0,0,0,0,885,885
TAMIL NADU,MADURAI,MADURAI EAST,0,0,1,31,63,95
TAMIL NADU,MADURAI,MADURAI WEST,0,3,1,9,62,75
TAMIL NADU,MADURAI,MELUR,0,0,0,0,523,523
TAMIL NADU,MADURAI,SEDAPATTI,0,0,0,3,1,4
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,0,0,0,115,81,196
TAMIL NADU,MADURAI,TIRUMANGALAM,1,0,1,61,7,70
TAMIL NADU,MADURAI,USILAMPATTI,0,0,0,37,0,37
TAMIL NADU,MADURAI,VADIPATTI,0,0,0,0,111,111
TAMIL NADU,NAGAPATTINAM,SIRKALI,0,0,0,0,1,1
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,0,0,0,0,32,32
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,0,0,0,0,2,2
TAMIL NADU,NAMAKKAL,KABILARMALAI,0,0,0,0,2,2
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,0,0,0,2,2
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,0,0,0,52,52
TAMIL NADU,NAMAKKAL,MOHANUR,0,1,0,0,12,13
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,10,0,0,11,21
TAMIL NADU,NAMAKKAL,NAMAKKAL,0,0,0,0,0,0
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,0,0,0,0,7,7
TAMIL NADU,NAMAKKAL,PARAMATHI,0,0,0,0,6,6
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,0,0,0,0,22,22
TAMIL NADU,NAMAKKAL,RASIPURAM,0,0,0,0,23,23
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,0,0,0,0,0,0
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,0,0,0,0,28,28
TAMIL NADU,NAMAKKAL,VENNANDHUR,0,0,0,0,35,35
TAMIL NADU,NILGIRIS,COONOOR,53,0,0,0,0,53
TAMIL NADU,NILGIRIS,GUDALUR,161,0,0,0,0,161
TAMIL NADU,NILGIRIS,KOTAGIRI,205,0,0,0,1,206
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,78,0,0,0,0,78
TAMIL NADU,PERAMBALUR,ALATHUR,0,0,13,2,16,31
TAMIL NADU,PERAMBALUR,ANDIMADAM,0,0,0,3,13,16
TAMIL NADU,PERAMBALUR,ARIYALUR,0,0,9,8,133,150
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,8,0,0,80,88
TAMIL NADU,PERAMBALUR,SENDURAI,0,0,0,0,32,32
