-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,13,1,0,0,0,0,14
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,222,32,0,1,0,0,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,798,71,0,2,1,0,872
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,1019,1,9,2,0,0,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,718,1,0,0,73,1,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,1,0,0,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,240,14,5,1,0,0,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,28,0,1,0,0,0,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,75,0,2,0,0,0,77
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,24,5,0,0,0,0,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,1217,58,2,8,0,0,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,71,0,1,0,0,0,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,887,2,7,12,0,0,908
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,603,105,1,0,0,0,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,131,0,0,0,0,0,131
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,301,0,1,0,0,0,302
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,50,11,3,0,0,0,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,61,5,0,0,0,0,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,31,0,3,0,0,0,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,264,8,6,2,0,0,280
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,135,161,4,0,0,0,300
ANDHRA PRADESH,KARIMNAGAR,METPALLE,616,0,3,11,0,0,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,653,0,0,0,0,0,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,74,0,1,0,0,0,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3,0,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,10,5,0,1,0,0,16
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,70,11,0,0,0,0,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,2048,91,24,7,0,0,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,129,0,1,1,0,0,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,563,1,7,6,3,0,580
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,3494,13,43,2,0,0,3552
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,65,24,0,0,0,89
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,1,124,23,0,11,0,159
ANDHRA PRADESH,KHAMMAM,BAYYARAM,1,8,9,13,0,0,31
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,25,2,0,0,0,0,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,22,0,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,0,30,7,0,0,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,1,46,5,0,5,0,57
ANDHRA PRADESH,KHAMMAM,CHERLA,192,0,0,0,0,0,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,425,276,7,18,14,0,740
ANDHRA PRADESH,KHAMMAM,ENKURU,0,249,0,0,0,0,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,77,0,0,0,0,77
ANDHRA PRADESH,KHAMMAM,KALLURU,11,16,0,0,0,0,27
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,74,10,0,0,0,0,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,0,38,0,10,0,0,48
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1,56,8,0,0,0,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,6,0,0,0,0,0,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,141,4,1,11,10,167
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,33,12,0,6,0,51
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,80,795,27,23,0,0,925
ANDHRA PRADESH,KHAMMAM,MADHIRA,3,221,10,3,0,0,237
ANDHRA PRADESH,KHAMMAM,MANUGURU,152,0,0,0,0,0,152
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,190,0,4,0,0,0,194
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,4,35,3,2,0,0,44
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,1,49,0,0,1,0,51
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,190,16,16,3,3,0,228
ANDHRA PRADESH,KHAMMAM,PENUBALLI,0,349,5,3,44,0,401
ANDHRA PRADESH,KHAMMAM,PINAPAKA,110,743,0,6,48,5,912
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,276,58,3,1,0,338
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,1,0,4,9,0,0,14
ANDHRA PRADESH,KHAMMAM,THALLADA,11,20,0,0,1,0,32
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,426,108,0,2,0,0,536
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,588,246,0,0,0,834
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,5,48,0,0,16,0,69
ANDHRA PRADESH,KHAMMAM,WAZEED,2,118,0,14,16,0,150
ANDHRA PRADESH,KHAMMAM,WYRA,0,32,0,0,0,0,32
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,2,449,2,0,2,0,455
ANDHRA PRADESH,KRISHNA,A KONDURU,0,2,0,0,0,0,2
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,28,0,0,0,0,28
ANDHRA PRADESH,KRISHNA,AVANIGADDA,0,222,38,0,13,0,273
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,15,0,0,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLI,3,378,1,0,128,0,510
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,1,167,1,17,0,0,186
ANDHRA PRADESH,KRISHNA,CHATRAI,0,129,19,14,13,0,175
ANDHRA PRADESH,KRISHNA,G KONDURU,62,311,4,3,0,0,380
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,37,100,1,11,0,0,149
ANDHRA PRADESH,KRISHNA,GANNAVARAM,6,96,2,1,1,0,106
ANDHRA PRADESH,KRISHNA,GHANTASALA,35,320,2,14,0,0,371
ANDHRA PRADESH,KRISHNA,GUDIVADA,8,112,1,23,0,0,144
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,0,37,0,0,0,0,37
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,26,414,0,189,0,0,629
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,54,0,0,0,0,0,54
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,32,194,35,2,65,0,328
ANDHRA PRADESH,KRISHNA,KANKIPADU,17,1533,3,0,8,0,1561
ANDHRA PRADESH,KRISHNA,KODURU,1,86,0,0,0,0,87
ANDHRA PRADESH,KRISHNA,MOPIDEVI,0,707,0,6,57,0,770
ANDHRA PRADESH,KRISHNA,MOVVA,2,384,10,0,1,0,397
ANDHRA PRADESH,KRISHNA,MUSUNURU,6,23,0,0,43,0,72
ANDHRA PRADESH,KRISHNA,MYLAVARAM,1,45,0,0,3,0,49
ANDHRA PRADESH,KRISHNA,NANDIGAMA,1,265,0,0,1,0,267
ANDHRA PRADESH,KRISHNA,PAMARRU,3,294,0,0,0,1,298
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,40,1025,10,0,1,0,1076
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,2,561,10,2,0,0,575
ANDHRA PRADESH,KRISHNA,PENAMALURU,3,1221,209,0,0,0,1433
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,1,165,0,0,0,0,166
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,84,1,0,1,1,0,87
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,10,588,1313,110,133,88,2242
ANDHRA PRADESH,KRISHNA,TIRUVURU,91,13,0,0,9,0,113
ANDHRA PRADESH,KRISHNA,UNGUTURU,1,557,9,0,0,0,567
ANDHRA PRADESH,KRISHNA,VATSAVAI,0,11,0,0,0,0,11
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,74,34,0,0,0,0,108
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,109,483,22,0,1,0,615
ANDHRA PRADESH,KRISHNA,VISSANNAPET,1,156,8,15,8,0,188
ANDHRA PRADESH,KRISHNA,VUYYURU,5,1319,16,5,0,0,1345
ANDHRA PRADESH,KURNOOL,ADONI,695,46,9,26,1,0,777
ANDHRA PRADESH,KURNOOL,ALLAGADDA,124,73,6,0,2,0,205
ANDHRA PRADESH,KURNOOL,ALUR,423,9,2,1,0,0,435
ANDHRA PRADESH,KURNOOL,ASPARI,294,1,1,2,4,0,302
ANDHRA PRADESH,KURNOOL,ATMAKUR,34,3,2,12,0,0,51
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,1052,15,92,46,51,0,1256
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,363,33,11,4,7,0,418
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,826,245,2,8,0,0,1081
ANDHRA PRADESH,KURNOOL,C.BELAGAL,8,0,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,60,25,3,0,0,0,88
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,494,0,6,0,21,0,521
ANDHRA PRADESH,KURNOOL,DHONE,326,46,3,5,16,0,396
ANDHRA PRADESH,KURNOOL,GADIVEMULA,234,258,6,3,7,0,508
ANDHRA PRADESH,KURNOOL,GONEGANDLA,173,32,6,56,41,0,308
ANDHRA PRADESH,KURNOOL,GOSPADU,80,4,1,1,0,0,86
ANDHRA PRADESH,KURNOOL,GUDUR,41,2,0,0,0,0,43
ANDHRA PRADESH,KURNOOL,HALAHARVI,44,0,1,1,0,0,46
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,248,3,1,4,1,0,257
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,109,3,2,2,0,0,116
ANDHRA PRADESH,KURNOOL,KALLUR,669,99,19,10,6,0,803
ANDHRA PRADESH,KURNOOL,KODUMUR,430,39,8,21,0,0,498
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,75,29,0,0,0,0,104
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,17,370,25,5,10,0,427
ANDHRA PRADESH,KURNOOL,KOSIGI,65,0,0,0,0,0,65
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,17,26,7,0,0,0,50
ANDHRA PRADESH,KURNOOL,KOWTHALAM,356,7,7,2,0,0,372
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,308,7,3,19,14,15,366
ANDHRA PRADESH,KURNOOL,KURNOOL,175,122,1,5,2,0,305
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,19,30,12,1,0,0,62
ANDHRA PRADESH,KURNOOL,MAHANANDI,506,45,19,0,0,0,570
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,1,30,21,1,0,0,53
ANDHRA PRADESH,KURNOOL,MIDTHUR,52,141,2,18,0,0,213
ANDHRA PRADESH,KURNOOL,NANDAVARAM,67,2,1,7,0,0,77
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,112,11,3,0,0,0,126
ANDHRA PRADESH,KURNOOL,NANDYAL,146,30,0,0,1,0,177
ANDHRA PRADESH,KURNOOL,ORVAKAL,552,132,16,11,14,0,725
ANDHRA PRADESH,KURNOOL,OWK,379,7,0,3,0,0,389
ANDHRA PRADESH,KURNOOL,PAGIDYALA,12,0,0,0,0,0,12
ANDHRA PRADESH,KURNOOL,PAMULAPADU,5,5,0,1,0,0,11
ANDHRA PRADESH,KURNOOL,PANYAM,5,302,414,10,18,0,749
ANDHRA PRADESH,KURNOOL,PATTIKANDA,174,28,9,1,0,0,212
ANDHRA PRADESH,KURNOOL,PEAPALLY,628,17,38,28,0,0,711
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,207,29,2,6,0,0,244
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,200,50,25,11,32,0,318
ANDHRA PRADESH,KURNOOL,SANJAMALA,378,22,10,3,0,1,414
ANDHRA PRADESH,KURNOOL,SIRVEL,41,0,222,58,1,0,322
ANDHRA PRADESH,KURNOOL,TUGGALI,146,4,2,0,3,0,155
ANDHRA PRADESH,KURNOOL,UYYALAWADA,73,0,6,0,0,0,79
ANDHRA PRADESH,KURNOOL,VELDURTHI,225,12,9,0,0,0,246
ANDHRA PRADESH,KURNOOL,VELGODU,9,0,2,0,0,0,11
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,1,211,60,4,11,0,287
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,988,15,34,18,0,0,1055
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,1011,415,34,5,0,0,1465
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,689,6,7,10,0,0,712
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,139,38,12,2,2,0,193
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,1601,164,23,15,0,0,1803
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,261,2,17,75,0,0,355
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,161,10,29,3,0,0,203
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,2724,230,54,27,6,0,3041
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,1004,59,19,43,24,0,1149
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1384,37,15,14,0,0,1450
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,1273,226,10,14,43,0,1566
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1230,61,34,2,0,0,1327
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,744,208,18,19,2,0,991
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,1058,27,6,10,194,24,1319
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,734,17,7,10,0,1,769
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,530,150,37,12,6,0,735
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1144,45,20,9,0,0,1218
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,3705,92,31,6,0,0,3834
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,331,47,2,1,0,0,381
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,1179,215,15,13,0,0,1422
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,914,10,0,2,0,0,926
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,1741,140,2,36,0,0,1919
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,1193,2,26,0,2,0,1223
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,315,14,0,0,0,0,329
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,2405,80,29,18,1,0,2533
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,2281,188,9,68,0,1,2547
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,2032,215,15,3,1,1,2267
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,580,167,10,6,0,0,763
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,494,14,13,0,1,0,522
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,1383,254,32,4,0,0,1673
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,63,1,0,0,0,0,64
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,2181,215,29,17,222,0,2664
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,666,65,6,2,3,0,742
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,1671,518,36,7,4,0,2236
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1669,79,20,11,0,0,1779
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1374,365,12,4,216,0,1971
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,550,1,1,0,0,0,552
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,1481,52,6,1,2,0,1542
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,678,219,27,2,0,0,926
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1292,16,22,4,0,0,1334
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,161,21,0,0,3,0,185
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,3112,41,39,66,3,0,3261
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1103,174,23,21,1,0,1322
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1362,0,25,49,0,0,1436
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,884,18,13,5,3,0,923
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1241,622,49,8,2,1,1923
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,375,129,30,157,25,0,716
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,122,2,9,0,18,0,151
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,523,8,5,4,2,0,542
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,952,25,7,3,0,0,987
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,1763,8,23,11,2,0,1807
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,2622,345,15,2,1,0,2985
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1140,200,7,0,0,0,1347
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,1070,69,36,7,29,0,1211
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,1400,181,48,21,0,0,1650
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,336,1,0,1,0,0,338
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,1409,33,21,1,0,0,1464
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,125,24,2,1,0,0,152
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,737,434,4,25,2,0,1202
ANDHRA PRADESH,MEDAK,ALLADURG,895,101,0,0,13,0,1009
ANDHRA PRADESH,MEDAK,ANDOLE,624,987,30,0,0,0,1641
ANDHRA PRADESH,MEDAK,CHEGUNTA,3032,564,4,0,37,0,3637
ANDHRA PRADESH,MEDAK,CHINNA KODUR,512,821,4,3,6,0,1346
ANDHRA PRADESH,MEDAK,DOULTABAD,3527,15,0,0,8,0,3550
ANDHRA PRADESH,MEDAK,DUBBAK,2744,1514,20,2,0,0,4280
ANDHRA PRADESH,MEDAK,GAJWEL,2729,0,0,0,0,0,2729
ANDHRA PRADESH,MEDAK,HATHNOORA,1857,532,23,0,0,0,2412
ANDHRA PRADESH,MEDAK,JAGDEVPUR,2155,179,19,2,0,0,2355
ANDHRA PRADESH,MEDAK,JHARASANGAM,263,21,1,2,0,0,287
ANDHRA PRADESH,MEDAK,JINNARAM,1999,10,3,1,0,0,2013
ANDHRA PRADESH,MEDAK,KALHER,1764,226,0,0,0,0,1990
ANDHRA PRADESH,MEDAK,KANGTI,378,14,0,0,0,0,392
ANDHRA PRADESH,MEDAK,KOHIR,35,0,0,0,0,0,35
ANDHRA PRADESH,MEDAK,KONDAPAK,3559,249,10,6,0,0,3824
ANDHRA PRADESH,MEDAK,KONDAPUR,942,226,19,1,0,0,1188
ANDHRA PRADESH,MEDAK,KOWDIPALLE,2959,346,1,56,13,0,3375
ANDHRA PRADESH,MEDAK,KULCHARAM,2095,44,1,2,0,0,2142
ANDHRA PRADESH,MEDAK,MANOOR,340,12,0,12,0,0,364
ANDHRA PRADESH,MEDAK,MEDAK,3968,68,1,0,0,0,4037
ANDHRA PRADESH,MEDAK,MIRDODDI,2674,1770,13,12,4,0,4473
ANDHRA PRADESH,MEDAK,MULUG,2471,0,1,0,270,0,2742
ANDHRA PRADESH,MEDAK,MUNPALLE,380,16,0,44,2,0,442
ANDHRA PRADESH,MEDAK,NANGANUR,1368,13,3,4,0,0,1388
ANDHRA PRADESH,MEDAK,NARAYANKHED,1082,0,0,0,0,0,1082
ANDHRA PRADESH,MEDAK,NARSAPUR,2605,0,13,11,0,0,2629
ANDHRA PRADESH,MEDAK,NYALKAL,310,141,0,1,19,0,471
ANDHRA PRADESH,MEDAK,PAPANNAPET,1408,1,163,0,0,0,1572
ANDHRA PRADESH,MEDAK,PATANCHERU,452,974,0,0,0,0,1426
ANDHRA PRADESH,MEDAK,PULKAL,746,1025,58,2,0,0,1831
ANDHRA PRADESH,MEDAK,RAIKODE,88,48,18,9,12,0,175
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,586,92,0,1,0,0,679
ANDHRA PRADESH,MEDAK,RAMAYAMPET,4522,66,1,1,2,0,4592
ANDHRA PRADESH,MEDAK,REGODE,456,7,0,8,0,0,471
ANDHRA PRADESH,MEDAK,SADASIVPET,1034,265,4,2,0,0,1305
ANDHRA PRADESH,MEDAK,SANGAREDDY,1381,334,16,5,0,0,1736
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),708,0,0,0,0,0,708
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),2309,0,0,0,0,0,2309
ANDHRA PRADESH,MEDAK,SHIVAMPET,3276,22,4,0,0,0,3302
ANDHRA PRADESH,MEDAK,SIDDIPET,2104,0,0,0,65,0,2169
ANDHRA PRADESH,MEDAK,TEKMAL,168,1037,8,0,0,0,1213
ANDHRA PRADESH,MEDAK,TUPRAN,2867,8,4,4,472,0,3355
ANDHRA PRADESH,MEDAK,WARGAL,827,1944,95,0,0,0,2866
ANDHRA PRADESH,MEDAK,YELDURTHY,2227,53,0,1,0,0,2281
ANDHRA PRADESH,MEDAK,ZAHIRABAD,625,99,4,0,0,0,728
ANDHRA PRADESH,NALGONDA,ALAIR,530,55,0,0,0,0,585
ANDHRA PRADESH,NALGONDA,ANUMULA,481,0,0,0,0,0,481
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),672,6,0,0,0,0,678
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),1281,69,8,3,0,0,1361
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,3178,0,0,0,0,0,3178
ANDHRA PRADESH,NALGONDA,BIBINAGAR,1081,0,0,0,0,0,1081
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,942,0,0,0,0,0,942
ANDHRA PRADESH,NALGONDA,CHANDAM PET,534,207,24,4,0,0,769
ANDHRA PRADESH,NALGONDA,CHANDUR,1013,168,73,0,1,0,1255
ANDHRA PRADESH,NALGONDA,CHILKUR,12,0,0,0,0,0,12
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,714,36,15,1,0,0,766
ANDHRA PRADESH,NALGONDA,CHITYALA,1741,309,40,31,9,0,2130
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,308,1,15,0,57,0,381
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,1097,73,9,2,0,0,1181
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,250,84,84,0,2,0,420
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1388,32,1,2,0,0,1423
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,34,0,32,2,1,0,69
ANDHRA PRADESH,NALGONDA,GUNDALA,1563,62,6,0,0,0,1631
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,788,16,8,1,0,0,813
ANDHRA PRADESH,NALGONDA,GURRAMPODE,1204,156,51,12,26,0,1449
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,25,0,0,0,0,0,25
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1480,3,88,35,0,0,1606
ANDHRA PRADESH,NALGONDA,KANGAL,2044,10,0,0,0,0,2054
ANDHRA PRADESH,NALGONDA,KATTANGOOR,491,1,0,5,1,0,498
ANDHRA PRADESH,NALGONDA,KETHEPALLE,215,0,0,0,0,0,215
ANDHRA PRADESH,NALGONDA,KODAD,175,0,0,0,0,0,175
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,1068,381,181,38,42,0,1710
ANDHRA PRADESH,NALGONDA,MARRI GUDA,681,421,0,18,0,0,1120
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,213,2,7,0,0,0,222
ANDHRA PRADESH,NALGONDA,MELLACHERVU,431,1,0,39,0,0,471
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,231,11,14,38,5,0,299
ANDHRA PRADESH,NALGONDA,MOTHEY,1259,1,3,5,0,0,1268
ANDHRA PRADESH,NALGONDA,MOTHKUR,1296,78,0,0,0,0,1374
ANDHRA PRADESH,NALGONDA,MUNAGALA,132,0,0,0,0,0,132
ANDHRA PRADESH,NALGONDA,MUNUGODE,1106,142,2,5,85,0,1340
ANDHRA PRADESH,NALGONDA,NADIGUDEM,201,59,0,1,0,0,261
ANDHRA PRADESH,NALGONDA,NAKREKAL,324,0,6,0,0,0,330
ANDHRA PRADESH,NALGONDA,NALGONDA,2258,0,0,0,0,0,2258
ANDHRA PRADESH,NALGONDA,NAMPALLE,1518,108,1,39,2,2,1670
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,1778,0,0,0,0,0,1778
ANDHRA PRADESH,NALGONDA,NARKETPALLE,938,30,1,2,0,0,971
ANDHRA PRADESH,NALGONDA,NERED CHERLA,3,0,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,NIDAMANUR,536,15,9,0,0,0,560
ANDHRA PRADESH,NALGONDA,NUTHANKAL,334,26,14,0,23,0,397
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,1333,173,9,2,0,0,1517
ANDHRA PRADESH,NALGONDA,PEDDAVURA,550,82,4,0,0,0,636
ANDHRA PRADESH,NALGONDA,PENPAHAD,458,54,7,9,0,0,528
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,1242,16,45,0,0,0,1303
ANDHRA PRADESH,NALGONDA,RAJAPET,1,816,0,0,0,0,817
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,879,128,7,0,3,0,1017
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,176,0,0,0,0,0,176
ANDHRA PRADESH,NALGONDA,SURYAPET,310,7,0,0,0,0,317
ANDHRA PRADESH,NALGONDA,THIPPARTHI,425,249,0,0,28,0,702
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,1574,39,0,0,2,0,1615
