-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in Use,Grand Total (Use + Not in Use)
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,1,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,20,0,0,0,0,0,0,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,325,0,8,9,0,0,17,342
ANDHRA PRADESH,GUNTUR,TENALI,1289,0,0,0,0,0,0,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,1040,2,0,0,0,0,2,1042
ANDHRA PRADESH,GUNTUR,THULLUR,2157,1,0,1,1,0,3,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,638,1,0,0,0,0,1,639
ANDHRA PRADESH,GUNTUR,VEMURU,651,0,0,0,2,0,2,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,17,0,0,0,0,0,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,981,20,0,2,0,0,22,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,65,7,0,0,0,0,7,72
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,363,1,0,0,0,0,1,364
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,293,3,0,2,0,0,5,298
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,335,3,0,0,0,0,3,338
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,13,0,1,0,0,0,1,14
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,249,6,0,0,0,0,6,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,817,24,0,31,0,0,55,872
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,1027,0,0,4,0,0,4,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,792,1,0,0,0,0,1,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,1,0,0,0,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,258,2,0,0,0,0,2,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,29,0,0,0,0,0,0,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,70,6,0,1,0,0,7,77
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,28,1,0,0,0,0,1,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,1284,0,1,0,0,0,1,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,66,4,0,1,1,0,6,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,849,46,0,6,0,7,59,908
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,706,2,0,1,0,0,3,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,107,4,0,20,0,0,24,131
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,300,2,0,0,0,0,2,302
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,64,0,0,0,0,0,0,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,63,1,0,0,0,2,3,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,34,0,0,0,0,0,0,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,273,7,0,0,0,0,7,280
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,299,0,0,1,0,0,1,300
ANDHRA PRADESH,KARIMNAGAR,METPALLE,628,1,0,1,0,0,2,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,637,16,0,0,0,0,16,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,75,0,0,0,0,0,0,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3,0,0,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,16,0,0,0,0,0,0,16
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,79,2,0,0,0,0,2,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,2150,6,0,8,6,0,20,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,130,1,0,0,0,0,1,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,564,14,0,2,0,0,16,580
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,3371,166,12,1,0,2,181,3552
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,87,2,0,0,0,0,2,89
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,154,1,3,0,0,1,5,159
ANDHRA PRADESH,KHAMMAM,BAYYARAM,31,0,0,0,0,0,0,31
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,27,0,0,0,0,0,0,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,0,0,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,37,0,0,0,0,0,0,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,51,0,0,0,0,6,6,57
ANDHRA PRADESH,KHAMMAM,CHERLA,192,0,0,0,0,0,0,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,623,66,3,39,2,7,117,740
ANDHRA PRADESH,KHAMMAM,ENKURU,249,0,0,0,0,0,0,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,77,0,0,0,0,0,0,77
ANDHRA PRADESH,KHAMMAM,KALLURU,17,10,0,0,0,0,10,27
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,84,0,0,0,0,0,0,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,41,0,0,7,0,0,7,48
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,65,0,0,0,0,0,0,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,6,0,0,0,0,0,0,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,154,10,0,0,0,3,13,167
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,50,0,0,0,1,0,1,51
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,853,64,0,8,0,0,72,925
ANDHRA PRADESH,KHAMMAM,MADHIRA,232,4,0,1,0,0,5,237
ANDHRA PRADESH,KHAMMAM,MANUGURU,152,0,0,0,0,0,0,152
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,178,3,0,13,0,0,16,194
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,43,0,0,0,1,0,1,44
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,50,0,0,0,0,1,1,51
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,227,1,0,0,0,0,1,228
ANDHRA PRADESH,KHAMMAM,PENUBALLI,381,12,1,3,3,1,20,401
ANDHRA PRADESH,KHAMMAM,PINAPAKA,875,35,1,0,0,1,37,912
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,338,0,0,0,0,0,0,338
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,13,1,0,0,0,0,1,14
ANDHRA PRADESH,KHAMMAM,THALLADA,21,11,0,0,0,0,11,32
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,532,4,0,0,0,0,4,536
ANDHRA PRADESH,KHAMMAM,VEMSOOR,831,3,0,0,0,0,3,834
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,69,0,0,0,0,0,0,69
ANDHRA PRADESH,KHAMMAM,WAZEED,148,2,0,0,0,0,2,150
ANDHRA PRADESH,KHAMMAM,WYRA,32,0,0,0,0,0,0,32
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,448,1,1,0,0,5,7,455
ANDHRA PRADESH,KRISHNA,A KONDURU,2,0,0,0,0,0,0,2
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,28,0,0,0,0,0,0,28
ANDHRA PRADESH,KRISHNA,AVANIGADDA,269,2,0,1,1,0,4,273
ANDHRA PRADESH,KRISHNA,BAPULAPADU,15,0,0,0,0,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLI,504,0,1,2,1,2,6,510
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,184,2,0,0,0,0,2,186
ANDHRA PRADESH,KRISHNA,CHATRAI,132,35,1,3,1,3,43,175
ANDHRA PRADESH,KRISHNA,G KONDURU,379,0,0,0,0,1,1,380
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,105,28,0,6,5,5,44,149
ANDHRA PRADESH,KRISHNA,GANNAVARAM,98,2,0,3,0,3,8,106
ANDHRA PRADESH,KRISHNA,GHANTASALA,342,0,0,10,10,9,29,371
ANDHRA PRADESH,KRISHNA,GUDIVADA,7,69,18,14,15,21,137,144
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,35,0,1,0,0,1,2,37
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,589,0,1,2,3,34,40,629
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,9,11,13,11,10,54,54
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,307,6,5,5,2,3,21,328
ANDHRA PRADESH,KRISHNA,KANKIPADU,1544,0,1,5,7,4,17,1561
ANDHRA PRADESH,KRISHNA,KODURU,85,2,0,0,0,0,2,87
ANDHRA PRADESH,KRISHNA,MOPIDEVI,760,0,2,2,3,3,10,770
ANDHRA PRADESH,KRISHNA,MOVVA,281,4,65,7,9,31,116,397
ANDHRA PRADESH,KRISHNA,MUSUNURU,72,0,0,0,0,0,0,72
ANDHRA PRADESH,KRISHNA,MYLAVARAM,48,1,0,0,0,0,1,49
ANDHRA PRADESH,KRISHNA,NANDIGAMA,266,1,0,0,0,0,1,267
ANDHRA PRADESH,KRISHNA,PAMARRU,247,4,32,4,7,4,51,298
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,767,282,2,10,5,10,309,1076
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,49,479,28,11,4,4,526,575
ANDHRA PRADESH,KRISHNA,PENAMALURU,1402,2,2,9,2,16,31,1433
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,165,0,0,1,0,0,1,166
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,33,6,0,2,2,44,54,87
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,2231,1,2,4,1,3,11,2242
ANDHRA PRADESH,KRISHNA,TIRUVURU,60,52,0,0,1,0,53,113
ANDHRA PRADESH,KRISHNA,UNGUTURU,404,3,22,47,38,53,163,567
ANDHRA PRADESH,KRISHNA,VATSAVAI,9,0,0,1,1,0,2,11
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,63,5,4,10,15,11,45,108
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,609,6,0,0,0,0,6,615
ANDHRA PRADESH,KRISHNA,VISSANNAPET,155,6,5,5,9,8,33,188
ANDHRA PRADESH,KRISHNA,VUYYURU,1292,22,4,9,7,11,53,1345
ANDHRA PRADESH,KURNOOL,ADONI,721,42,0,13,1,0,56,777
ANDHRA PRADESH,KURNOOL,ALLAGADDA,194,11,0,0,0,0,11,205
ANDHRA PRADESH,KURNOOL,ALUR,431,0,3,1,0,0,4,435
ANDHRA PRADESH,KURNOOL,ASPARI,293,5,0,1,2,1,9,302
ANDHRA PRADESH,KURNOOL,ATMAKUR,35,10,0,6,0,0,16,51
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,1246,3,3,4,0,0,10,1256
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,416,2,0,0,0,0,2,418
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,1052,10,15,4,0,0,29,1081
ANDHRA PRADESH,KURNOOL,C.BELAGAL,8,0,0,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,88,0,0,0,0,0,0,88
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,520,1,0,0,0,0,1,521
ANDHRA PRADESH,KURNOOL,DHONE,393,3,0,0,0,0,3,396
ANDHRA PRADESH,KURNOOL,GADIVEMULA,502,2,4,0,0,0,6,508
ANDHRA PRADESH,KURNOOL,GONEGANDLA,305,3,0,0,0,0,3,308
ANDHRA PRADESH,KURNOOL,GOSPADU,86,0,0,0,0,0,0,86
ANDHRA PRADESH,KURNOOL,GUDUR,41,2,0,0,0,0,2,43
ANDHRA PRADESH,KURNOOL,HALAHARVI,41,3,0,0,1,1,5,46
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,257,0,0,0,0,0,0,257
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,113,3,0,0,0,0,3,116
ANDHRA PRADESH,KURNOOL,KALLUR,789,10,0,0,4,0,14,803
ANDHRA PRADESH,KURNOOL,KODUMUR,498,0,0,0,0,0,0,498
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,95,2,6,1,0,0,9,104
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,409,13,0,2,3,0,18,427
ANDHRA PRADESH,KURNOOL,KOSIGI,65,0,0,0,0,0,0,65
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,42,8,0,0,0,0,8,50
ANDHRA PRADESH,KURNOOL,KOWTHALAM,371,1,0,0,0,0,1,372
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,361,3,2,0,0,0,5,366
ANDHRA PRADESH,KURNOOL,KURNOOL,288,11,0,6,0,0,17,305
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,61,1,0,0,0,0,1,62
ANDHRA PRADESH,KURNOOL,MAHANANDI,567,0,2,1,0,0,3,570
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,53,0,0,0,0,0,0,53
ANDHRA PRADESH,KURNOOL,MIDTHUR,211,1,1,0,0,0,2,213
ANDHRA PRADESH,KURNOOL,NANDAVARAM,47,30,0,0,0,0,30,77
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,120,4,0,1,0,1,6,126
ANDHRA PRADESH,KURNOOL,NANDYAL,163,3,1,10,0,0,14,177
ANDHRA PRADESH,KURNOOL,ORVAKAL,681,9,9,20,4,2,44,725
ANDHRA PRADESH,KURNOOL,OWK,385,1,0,3,0,0,4,389
ANDHRA PRADESH,KURNOOL,PAGIDYALA,12,0,0,0,0,0,0,12
ANDHRA PRADESH,KURNOOL,PAMULAPADU,9,2,0,0,0,0,2,11
ANDHRA PRADESH,KURNOOL,PANYAM,728,1,0,20,0,0,21,749
ANDHRA PRADESH,KURNOOL,PATTIKANDA,210,1,1,0,0,0,2,212
ANDHRA PRADESH,KURNOOL,PEAPALLY,702,6,0,1,0,2,9,711
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,198,46,0,0,0,0,46,244
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,289,27,0,2,0,0,29,318
ANDHRA PRADESH,KURNOOL,SANJAMALA,409,1,1,3,0,0,5,414
ANDHRA PRADESH,KURNOOL,SIRVEL,285,9,9,17,2,0,37,322
ANDHRA PRADESH,KURNOOL,TUGGALI,154,0,0,1,0,0,1,155
ANDHRA PRADESH,KURNOOL,UYYALAWADA,63,16,0,0,0,0,16,79
ANDHRA PRADESH,KURNOOL,VELDURTHI,246,0,0,0,0,0,0,246
ANDHRA PRADESH,KURNOOL,VELGODU,11,0,0,0,0,0,0,11
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,277,0,0,10,0,0,10,287
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,1000,6,0,49,0,0,55,1055
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,1416,12,17,19,1,0,49,1465
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,675,22,10,5,0,0,37,712
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,192,0,1,0,0,0,1,193
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,1732,71,0,0,0,0,71,1803
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,355,0,0,0,0,0,0,355
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,203,0,0,0,0,0,0,203
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,2995,33,0,11,2,0,46,3041
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,1148,0,0,1,0,0,1,1149
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1365,10,1,73,1,0,85,1450
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,1351,215,0,0,0,0,215,1566
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1325,0,0,2,0,0,2,1327
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,981,1,0,9,0,0,10,991
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,1311,5,0,3,0,0,8,1319
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,762,6,0,1,0,0,7,769
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,731,0,2,2,0,0,4,735
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1172,25,9,12,0,0,46,1218
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,3818,16,0,0,0,0,16,3834
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,381,0,0,0,0,0,0,381
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,1249,32,92,49,0,0,173,1422
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,918,0,0,8,0,0,8,926
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,1828,91,0,0,0,0,91,1919
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,1202,9,8,4,0,0,21,1223
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,312,0,2,11,4,0,17,329
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,2473,27,6,27,0,0,60,2533
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,2423,124,0,0,0,0,124,2547
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,2169,17,0,72,0,9,98,2267
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,754,8,1,0,0,0,9,763
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,517,3,0,2,0,0,5,522
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,1646,3,0,24,0,0,27,1673
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,60,4,0,0,0,0,4,64
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,2562,92,10,0,0,0,102,2664
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,692,6,8,36,0,0,50,742
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,2163,53,0,18,0,2,73,2236
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1740,10,0,29,0,0,39,1779
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1922,26,6,17,0,0,49,1971
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,550,2,0,0,0,0,2,552
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,1542,0,0,0,0,0,0,1542
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,797,112,0,16,1,0,129,926
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1263,32,2,35,2,0,71,1334
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,182,2,0,1,0,0,3,185
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,3215,44,0,2,0,0,46,3261
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1246,5,0,71,0,0,76,1322
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1401,9,0,26,0,0,35,1436
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,903,7,1,12,0,0,20,923
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1818,50,49,6,0,0,105,1923
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,716,0,0,0,0,0,0,716
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,149,2,0,0,0,0,2,151
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,499,42,0,1,0,0,43,542
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,954,5,0,27,1,0,33,987
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,1787,6,1,13,0,0,20,1807
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,2947,32,0,6,0,0,38,2985
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1320,27,0,0,0,0,27,1347
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,1157,21,2,31,0,0,54,1211
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,1480,91,0,79,0,0,170,1650
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,331,7,0,0,0,0,7,338
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,1458,6,0,0,0,0,6,1464
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,152,0,0,0,0,0,0,152
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,1138,62,1,1,0,0,64,1202
ANDHRA PRADESH,MEDAK,ALLADURG,1009,0,0,0,0,0,0,1009
ANDHRA PRADESH,MEDAK,ANDOLE,1641,0,0,0,0,0,0,1641
ANDHRA PRADESH,MEDAK,CHEGUNTA,3309,98,105,114,10,1,328,3637
ANDHRA PRADESH,MEDAK,CHINNA KODUR,1345,0,0,1,0,0,1,1346
ANDHRA PRADESH,MEDAK,DOULTABAD,3514,8,0,28,0,0,36,3550
ANDHRA PRADESH,MEDAK,DUBBAK,4266,1,0,13,0,0,14,4280
ANDHRA PRADESH,MEDAK,GAJWEL,2716,5,8,0,0,0,13,2729
ANDHRA PRADESH,MEDAK,HATHNOORA,2089,5,0,318,0,0,323,2412
ANDHRA PRADESH,MEDAK,JAGDEVPUR,2044,187,70,54,0,0,311,2355
ANDHRA PRADESH,MEDAK,JHARASANGAM,273,1,0,7,0,6,14,287
ANDHRA PRADESH,MEDAK,JINNARAM,1991,11,0,10,0,1,22,2013
ANDHRA PRADESH,MEDAK,KALHER,1990,0,0,0,0,0,0,1990
ANDHRA PRADESH,MEDAK,KANGTI,390,1,0,1,0,0,2,392
ANDHRA PRADESH,MEDAK,KOHIR,33,0,0,2,0,0,2,35
ANDHRA PRADESH,MEDAK,KONDAPAK,3792,11,0,21,0,0,32,3824
ANDHRA PRADESH,MEDAK,KONDAPUR,1147,34,4,3,0,0,41,1188
ANDHRA PRADESH,MEDAK,KOWDIPALLE,3254,24,3,94,0,0,121,3375
ANDHRA PRADESH,MEDAK,KULCHARAM,2136,6,0,0,0,0,6,2142
ANDHRA PRADESH,MEDAK,MANOOR,359,1,0,4,0,0,5,364
ANDHRA PRADESH,MEDAK,MEDAK,4037,0,0,0,0,0,0,4037
ANDHRA PRADESH,MEDAK,MIRDODDI,4384,57,26,5,1,0,89,4473
ANDHRA PRADESH,MEDAK,MULUG,2742,0,0,0,0,0,0,2742
ANDHRA PRADESH,MEDAK,MUNPALLE,423,12,0,6,1,0,19,442
ANDHRA PRADESH,MEDAK,NANGANUR,1290,86,2,10,0,0,98,1388
ANDHRA PRADESH,MEDAK,NARAYANKHED,1046,35,0,1,0,0,36,1082
ANDHRA PRADESH,MEDAK,NARSAPUR,2611,0,1,10,2,5,18,2629
ANDHRA PRADESH,MEDAK,NYALKAL,470,0,0,1,0,0,1,471
ANDHRA PRADESH,MEDAK,PAPANNAPET,1571,0,0,1,0,0,1,1572
ANDHRA PRADESH,MEDAK,PATANCHERU,1426,0,0,0,0,0,0,1426
ANDHRA PRADESH,MEDAK,PULKAL,1795,29,1,6,0,0,36,1831
ANDHRA PRADESH,MEDAK,RAIKODE,152,0,0,23,0,0,23,175
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,643,0,0,36,0,0,36,679
ANDHRA PRADESH,MEDAK,RAMAYAMPET,4526,16,21,29,0,0,66,4592
ANDHRA PRADESH,MEDAK,REGODE,463,1,6,1,0,0,8,471
ANDHRA PRADESH,MEDAK,SADASIVPET,1290,0,7,7,1,0,15,1305
ANDHRA PRADESH,MEDAK,SANGAREDDY,1664,2,1,69,0,0,72,1736
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),708,0,0,0,0,0,0,708
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),2308,0,0,1,0,0,1,2309
ANDHRA PRADESH,MEDAK,SHIVAMPET,3231,21,6,44,0,0,71,3302
ANDHRA PRADESH,MEDAK,SIDDIPET,2169,0,0,0,0,0,0,2169
ANDHRA PRADESH,MEDAK,TEKMAL,1213,0,0,0,0,0,0,1213
ANDHRA PRADESH,MEDAK,TUPRAN,3333,4,0,18,0,0,22,3355
ANDHRA PRADESH,MEDAK,WARGAL,2795,11,24,0,0,36,71,2866
ANDHRA PRADESH,MEDAK,YELDURTHY,2280,0,1,0,0,0,1,2281
ANDHRA PRADESH,MEDAK,ZAHIRABAD,714,2,0,12,0,0,14,728
ANDHRA PRADESH,NALGONDA,ALAIR,585,0,0,0,0,0,0,585
ANDHRA PRADESH,NALGONDA,ANUMULA,481,0,0,0,0,0,0,481
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),678,0,0,0,0,0,0,678
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),1360,1,0,0,0,0,1,1361
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,3178,0,0,0,0,0,0,3178
ANDHRA PRADESH,NALGONDA,BIBINAGAR,1078,3,0,0,0,0,3,1081
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,942,0,0,0,0,0,0,942
ANDHRA PRADESH,NALGONDA,CHANDAM PET,769,0,0,0,0,0,0,769
ANDHRA PRADESH,NALGONDA,CHANDUR,1217,37,0,1,0,0,38,1255
ANDHRA PRADESH,NALGONDA,CHILKUR,12,0,0,0,0,0,0,12
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,748,16,0,2,0,0,18,766
ANDHRA PRADESH,NALGONDA,CHITYALA,2130,0,0,0,0,0,0,2130
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,381,0,0,0,0,0,0,381
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,1181,0,0,0,0,0,0,1181
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,420,0,0,0,0,0,0,420
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1423,0,0,0,0,0,0,1423
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,66,3,0,0,0,0,3,69
ANDHRA PRADESH,NALGONDA,GUNDALA,1631,0,0,0,0,0,0,1631
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,813,0,0,0,0,0,0,813
ANDHRA PRADESH,NALGONDA,GURRAMPODE,1439,10,0,0,0,0,10,1449
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,25,0,0,0,0,0,0,25
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1606,0,0,0,0,0,0,1606
ANDHRA PRADESH,NALGONDA,KANGAL,1950,104,0,0,0,0,104,2054
ANDHRA PRADESH,NALGONDA,KATTANGOOR,478,4,0,14,1,1,20,498
